# Simulation 8 (Up to date)
# 827 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (26.8 m/s):  "Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,3017,977,0.487,9.551e-4,9.792,NaN,108.425,NaN,0,0,0,0.924,0.831,0.014,0.08,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.864,90,15,1013.25,0.001,340.389,0.005,2.134e5,5.75,25.967,0.01,0.002,0
0.01,0,0,2.529e-4,2.537e-4,0.152,0.152,0,0,0,0,2.045e-5,0.012,28.61,-80.6,89.992,0,0,0,90,0,3016.916,976.916,0.487,9.551e-4,9.792,NaN,108.424,NaN,30,1.015,0,0.921,0.828,0.014,0.08,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.895,90,15,1013.25,0.001,340.389,0.006,2.17e5,5.75,25.967,0.01,0.003,3.252e-8
0.02,0.004,0.004,1.113,1.113,222.39,222.39,-8.425e-7,0,8.425e-7,270,1.553e-4,0.017,28.61,-80.6,59.977,0,0,0,90,0,3014.87,974.87,0.486,9.547e-4,9.792,NaN,108.401,NaN,700,23.711,0.002,0.891,0.797,0.014,0.08,0.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.926,90,15,1013.25,0.001,340.389,0.007,2.547e5,5.75,25.967,0.01,0.003,1.425e-4
# Event LIFTOFF occurred at t=0.03 seconds
0.03,0.026,0.026,3.376,3.376,230.179,230.179,-6.081e-6,0,6.081e-6,270,0.001,0,28.61,-80.6,30.086,0,0,0,90,0,3010.695,970.695,0.486,9.54e-4,9.792,NaN,108.353,NaN,722.5,24.507,0.021,0.797,0.704,0.014,0.08,0.881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.957,90,15,1013.247,0.001,340.389,0.011,4.468e5,5.75,25.967,0.01,0.004,4.322e-4
0.04,0.071,0.071,5.716,5.716,237.984,237.984,-1.674e-5,0,1.674e-5,270,0.001,0,28.61,-80.6,19.164,0,0,0,90,0,3006.519,966.519,0.485,9.532e-4,9.792,NaN,108.306,NaN,745,25.305,0.055,0.735,0.642,0.014,0.08,0.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.988,90,15,1013.242,0.001,340.389,0.018,6.931e5,5.75,25.967,0.01,0.004,7.319e-4
0.05,0.141,0.141,8.135,8.135,245.809,245.809,-2.74e-5,0,2.74e-5,270,0.001,0,28.61,-80.6,13.929,0,0,0,90,0,3002.344,962.344,0.485,9.525e-4,9.792,NaN,108.258,NaN,767.5,26.106,0.099,0.694,0.601,0.014,0.08,0.884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.019,90,14.999,1013.234,0.001,340.388,0.025,9.6e5,5.75,25.967,0.01,0.004,0.001
0.06,0.234,0.234,10.633,10.633,253.652,253.652,-3.807e-5,0,3.807e-5,270,0.001,0,28.61,-80.6,10.789,0,0,0,90,0,2998.169,958.169,0.484,9.517e-4,9.792,NaN,108.21,NaN,790,26.909,0.15,0.664,0.571,0.014,0.08,0.803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.027,90,14.998,1013.223,0.001,340.388,0.032,1.24e6,5.75,25.967,0.009,0.005,0.001
0.069,0.346,0.346,13.024,13.024,254.787,254.787,-4.809e-5,0,4.809e-5,270,0.001,0,28.61,-80.6,8.877,0,0,0,90,0,2993.978,953.978,0.483,9.509e-4,9.792,NaN,108.162,NaN,792.351,27.027,0.206,0.643,0.55,0.014,0.08,0.746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.035,90,14.998,1013.209,0.001,340.388,0.039,1.51e6,5.75,25.967,0.008,0.005,0.002
0.077,0.453,0.453,14.983,14.983,255.714,255.714,-5.628e-5,0,5.628e-5,270,0.001,0,28.61,-80.6,7.755,0,0,0,90,0,2990.557,950.557,0.483,9.503e-4,9.792,NaN,108.123,NaN,794.271,27.123,0.259,0.629,0.536,0.014,0.08,0.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.042,90,14.997,1013.197,0.001,340.387,0.044,1.732e6,5.75,25.967,0.007,0.005,0.002
0.084,0.559,0.559,16.693,16.693,256.52,256.52,-6.339e-5,0,6.339e-5,270,0.001,0,28.61,-80.6,6.988,0,0,0,90,0,2987.583,947.583,0.482,9.498e-4,9.792,NaN,108.088,NaN,795.939,27.207,0.309,0.619,0.525,0.014,0.08,0.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.047,90,14.996,1013.184,0.001,340.387,0.049,1.926e6,5.75,25.967,0.006,0.006,0.002
0.09,0.664,0.664,18.232,18.232,257.244,257.244,-6.978e-5,0,6.978e-5,270,0.001,0,28.61,-80.6,6.419,0,0,0,90,0,2984.914,944.914,0.482,9.493e-4,9.792,NaN,108.058,NaN,797.437,27.283,0.358,0.61,0.517,0.014,0.08,0.669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.052,90,14.996,1013.172,0.001,340.386,0.054,2.101e6,5.75,25.967,0.005,0.006,0.002
0.095,0.767,0.767,19.644,19.644,257.906,257.906,-7.563e-5,0,7.563e-5,270,0.001,0,28.61,-80.6,5.975,0,0,0,90,0,2982.47,942.47,0.482,9.489e-4,9.792,NaN,108.029,NaN,798.808,27.352,0.406,0.603,0.51,0.014,0.08,0.655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.057,90,14.995,1013.16,0.001,340.386,0.058,2.262e6,5.75,25.967,0.005,0.006,0.003
0.1,0.864,0.864,20.875,20.875,258.482,258.482,-8.071e-5,0,8.071e-5,270,0.001,0,28.61,-80.6,5.636,0,0,0,90,0,2980.346,940.346,0.481,9.485e-4,9.792,NaN,108.005,NaN,800,27.412,0.45,0.598,0.504,0.014,0.08,0.644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.061,90,14.994,1013.149,0.001,340.385,0.062,2.402e6,5.75,25.967,0.005,0.006,0.003
0.105,0.967,0.967,22.112,22.112,258.012,258.012,-8.582e-5,0,8.582e-5,270,0.001,0,28.61,-80.6,5.292,0,0,0,90,0,2978.252,938.252,0.481,9.481e-4,9.792,NaN,107.98,NaN,798.084,27.366,0.497,0.592,0.499,0.014,0.08,0.633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.049,90,14.994,1013.137,0.001,340.385,0.065,2.543e6,5.75,25.967,0.005,0.007,0.003
# Event LAUNCHROD occurred at t=0.109 seconds
0.109,1.07,1.07,23.278,23.278,257.566,257.567,-9.064e-5,0,9.064e-5,270,0.001,0.464,28.61,-80.6,5.002,0,0,0,90,0,2976.275,936.275,0.481,9.478e-4,9.792,123.261,107.957,2.661,796.275,27.322,0.543,0.588,0.494,0.014,0.08,0.625,1.579,4.202,3.829e-4,0,0,0,0,0,2.038,90,14.993,1013.125,0.001,340.385,0.069,2.676e6,5.75,25.967,0.007,0.007,0.003
0.116,1.233,1.233,25.023,25.023,256.896,256.897,-1.087e-4,0,1.087e-4,270,0.004,0.484,28.61,-80.6,4.609,0,0.177,-1.175e-6,89.999,90,2973.309,933.309,0.48,9.472e-4,9.792,123.744,107.923,2.752,793.561,27.256,0.615,0.582,0.488,0.014,0.08,0.613,1.434,3.946,-7.524e-5,0,0,0,0,5.812e-5,2.022,90,14.992,1013.105,0.001,340.384,0.074,2.875e6,5.75,25.967,0.01,0.007,0.003
0.126,1.501,1.501,27.632,27.632,255.886,255.886,-1.777e-4,0,1.777e-4,270,0.009,0.502,28.61,-80.6,4.111,0,0.469,4.878e-7,89.996,90,2968.861,928.861,0.48,9.464e-4,9.792,124.38,107.871,2.871,789.491,27.157,0.73,0.573,0.479,0.014,0.08,0.599,1.255,3.604,2.366e-4,0,0,0,0,3.352e-4,1.997,90,14.99,1013.074,0.001,340.383,0.081,3.173e6,5.75,25.967,0.015,0.008,0.004
0.142,1.953,1.953,31.526,31.526,254.359,254.359,-3.785e-4,0,3.785e-4,270,0.017,0.498,28.61,-80.6,3.512,0,0.963,2.412e-5,89.985,90,2962.189,922.189,0.479,9.452e-4,9.792,125.18,107.793,3.024,783.386,27.007,0.922,0.562,0.468,0.014,0.08,0.581,1.048,3.169,-2.756e-4,0,0,0,0,0.001,1.96,90,14.987,1013.021,0.001,340.381,0.093,3.617e6,5.75,25.967,0.023,0.008,0.004
0.164,2.741,2.741,37.323,37.323,252.042,252.042,-8.936e-4,0,8.936e-4,270,0.028,0.438,28.61,-80.6,2.939,0,1.833,3.193e-5,89.954,90.001,2952.18,912.18,0.477,9.434e-4,9.792,125.985,107.675,3.184,774.228,26.782,1.248,0.549,0.455,0.014,0.081,0.562,0.858,2.729,4.361e-4,0,0,0,0,0.003,1.974,90,14.982,1012.929,0.001,340.378,0.11,4.28e6,5.75,25.967,0.036,0.008,0.005
0.2,4.227,4.227,46.223,46.223,248.381,248.381,-0.002,-9.77e-9,0.002,270,0.039,0.154,28.61,-80.6,2.363,0,3.531,-3.541e-5,89.859,90,2936.63,896.63,0.475,9.406e-4,9.792,126.84,107.49,3.365,760,26.429,1.843,0.533,0.438,0.014,0.081,0.542,0.674,2.262,-2.298e-4,0,0,0,0,0.007,2.06,90,14.973,1012.754,0.001,340.372,0.136,5.297e6,5.75,25.967,0.05,0.009,0.006
0.25,6.848,6.848,58.605,58.605,246.877,246.879,-0.004,-3.176e-8,0.004,270,0.024,0.899,28.61,-80.6,1.602,0,6.424,6.756e-5,89.612,90,2915.823,875.823,0.472,9.368e-4,9.792,128.041,107.24,3.618,751.25,26.311,2.846,0.517,0.42,0.014,0.082,0.521,0.443,1.59,6.314e-5,0,0,0,0,0.014,2.06,90,14.955,1012.447,0.001,340.362,0.172,6.713e6,5.75,25.967,0.05,0.009,0.008
0.3,10.087,10.087,70.909,70.909,245.27,245.286,-0.003,-7.608e-8,0.003,269.999,0.063,2.733,28.61,-80.6,1.01,4.123e-7,9.453,-2.127e-4,89.215,90,2895.016,855.016,0.469,9.331e-4,9.792,129.039,106.986,3.835,742.5,26.192,4.051,0.505,0.407,0.015,0.083,0.506,0.273,1.026,3.286e-4,0,0,0,0,0.021,2.16,90,14.934,1012.067,0.001,340.349,0.208,8.119e6,5.75,25.967,0.05,0.009,0.009
0.35,13.938,13.938,83.13,83.131,243.54,243.602,0.004,-3.532e-8,0.004,90,0.266,5.492,28.61,-80.6,0.332,0,11.659,-0.001,88.68,89.999,2874.209,834.209,0.466,9.293e-4,9.792,130.246,106.729,4.09,733.75,26.071,5.449,0.496,0.396,0.015,0.085,0.496,0.087,0.334,-3.346e-4,0,0,0,0,0.023,2.131,90,14.909,1011.615,0.001,340.334,0.244,9.515e6,5.75,25.967,0.05,0.01,0.011
0.4,18.398,18.398,95.261,95.263,241.663,241.826,0.026,3.907e-7,0.026,89.999,0.624,8.87,28.61,-80.6,0.377,0,-11.313,-9.897e-4,88.092,89.999,2853.402,813.402,0.463,9.256e-4,9.792,130.205,106.467,4.128,725,25.948,7.05,0.489,0.386,0.016,0.086,0.489,0.1,0.428,1.054e-4,0,0,0,0,-0.017,1.922,90,14.88,1011.092,0.001,340.316,0.28,1.09e7,5.75,25.967,0.05,0.01,0.012
0.45,23.463,23.463,107.304,107.31,240.034,240.317,0.069,1.203e-6,0.069,89.999,1.141,11.66,28.61,-80.6,0.71,0,-7.634,-5.529e-4,87.606,90,2833.505,793.505,0.46,9.22e-4,9.792,129.672,106.214,4.08,717.5,25.86,8.851,0.483,0.378,0.017,0.088,0.484,0.19,0.783,-8.047e-5,0,0,0,0,-0.006,2.014,90,14.847,1010.498,0.001,340.296,0.315,1.227e7,5.75,25.967,0.039,0.011,0.014
0.489,27.828,27.828,116.637,116.648,238.723,239.08,0.123,2.044e-6,0.123,89.999,1.627,13.073,28.61,-80.6,0.867,6.788e-7,-2.666,6.798e-4,87.4,90,2817.991,777.991,0.458,9.192e-4,9.792,129.444,106.014,4.075,711.652,25.79,10.387,0.48,0.373,0.017,0.09,0.481,0.235,0.958,-3.472e-4,0,0,0,0,-6.119e-4,1.903,90,14.819,1009.986,0.001,340.279,0.343,1.334e7,5.75,25.967,0.027,0.011,0.015
0.516,31.047,31.047,123.036,123.052,237.826,238.196,0.172,2.81e-6,0.172,89.999,1.982,13.263,28.61,-80.6,0.847,3.927e-7,1.571,3.763e-4,87.384,89.999,2807.304,767.304,0.456,9.173e-4,9.792,129.508,105.875,4.11,707.623,25.742,11.506,0.478,0.369,0.018,0.091,0.479,0.229,0.942,4.067e-4,0,0,0,0,1.91e-4,1.818,90,14.798,1009.609,0.001,340.267,0.362,1.407e7,5.75,25.967,0.024,0.012,0.016
0.54,34.125,34.125,128.84,128.86,237.024,237.367,0.224,3.682e-6,0.224,89.999,2.301,12.749,28.61,-80.6,0.733,0,5.54,0.001,87.471,89.999,2797.576,757.576,0.454,9.155e-4,9.792,129.729,105.747,4.171,703.956,25.697,12.565,0.476,0.366,0.018,0.092,0.477,0.198,0.824,1.395e-4,0,0,0,0,0.002,1.737,90,14.778,1009.248,0.001,340.254,0.379,1.473e7,5.75,25.967,0.025,0.012,0.016
