# Simulation 5 (Up to date)
# 825 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (27.2 m/s):  "Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,3120,1080,0.48,9.737e-4,9.792,NaN,108.091,NaN,0,0,0,0.934,0.841,0.014,0.08,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.773,90,15,1013.25,0.001,340.389,0.005,2.031e5,5.75,25.967,0.01,0.002,0
0.01,0.001,0.001,0.448,0.448,96.068,96.068,-3.466e-7,0,3.466e-7,270,8.756e-5,0.011,28.61,-80.6,75.851,0,0,0,90,0,3117.039,1077.039,0.479,9.732e-4,9.792,NaN,108.062,NaN,329.97,10.811,1.6e-4,0.927,0.834,0.014,0.08,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.775,90,15,1013.25,0.001,340.389,0.005,2.097e5,5.75,25.967,0.01,0.004,5.73e-5
0.02,0.012,0.012,1.938,1.938,202.127,202.127,-1.866e-6,0,1.866e-6,270,3.344e-4,0.082,28.61,-80.6,42.52,0,0,0,90,0,3114.079,1074.079,0.479,9.726e-4,9.792,NaN,108.033,NaN,659.94,21.642,0.007,0.861,0.768,0.014,0.08,0.631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.778,90,15,1013.249,0.001,340.389,0.008,3.012e5,5.75,25.967,0.012,0.004,2.482e-4
# Event LIFTOFF occurred at t=0.032 seconds
0.032,0.053,0.053,5.129,5.129,329.655,329.655,-1.271e-5,0,1.271e-5,270,0.002,0,28.61,-80.6,19.129,0,0,0,90,0,3110.526,1070.526,0.479,9.72e-4,9.792,NaN,107.999,NaN,1055.904,34.667,0.045,0.749,0.656,0.014,0.08,0.969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.78,90,15,1013.244,0.001,340.389,0.016,6.217e5,5.75,25.967,0.01,0.005,6.567e-4
0.042,0.121,0.121,8.389,8.389,322.366,322.366,-2.853e-5,0,2.853e-5,270,0.002,0,28.61,-80.6,11.987,0,0,0,90,0,3105.138,1065.138,0.478,9.71e-4,9.792,NaN,107.946,NaN,1031.498,33.924,0.1,0.691,0.598,0.014,0.08,0.855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.783,90,14.999,1013.236,0.001,340.388,0.025,9.822e5,5.75,25.967,0.01,0.005,0.001
0.052,0.221,0.221,11.576,11.576,315.049,315.049,-4.436e-5,0,4.436e-5,270,0.002,0,28.61,-80.6,8.755,0,0,0,90,0,3099.751,1059.751,0.477,9.7e-4,9.792,NaN,107.893,NaN,1007.093,33.179,0.165,0.656,0.562,0.014,0.08,0.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.784,90,14.999,1013.224,0.001,340.388,0.034,1.341e6,5.75,25.967,0.009,0.005,0.001
0.061,0.333,0.333,14.27,14.27,308.704,308.704,-5.803e-5,0,5.803e-5,270,0.002,0,28.61,-80.6,7.118,0,0,0,90,0,3095.097,1055.097,0.477,9.692e-4,9.792,NaN,107.847,NaN,986.01,32.533,0.232,0.634,0.541,0.014,0.08,0.706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.783,90,14.998,1013.211,0.001,340.388,0.042,1.647e6,5.75,25.967,0.007,0.006,0.002
0.068,0.44,0.44,16.415,16.415,303.541,303.541,-6.912e-5,0,6.912e-5,270,0.002,0,28.61,-80.6,6.193,0,0,0,90,0,3091.321,1051.321,0.476,9.685e-4,9.792,NaN,107.81,NaN,968.907,32.008,0.293,0.62,0.527,0.014,0.08,0.676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.783,90,14.997,1013.198,0.001,340.387,0.049,1.891e6,5.75,25.967,0.006,0.006,0.002
0.074,0.546,0.546,18.251,18.251,299.041,299.041,-7.876e-5,0,7.876e-5,270,0.002,0,28.61,-80.6,5.572,0,0,0,90,0,3088.039,1048.039,0.476,9.679e-4,9.792,NaN,107.778,NaN,954.04,31.55,0.351,0.61,0.517,0.014,0.08,0.656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.782,90,14.996,1013.186,0.001,340.387,0.054,2.1e6,5.75,25.967,0.005,0.006,0.002
0.079,0.65,0.65,19.878,19.878,294.984,294.984,-8.743e-5,0,8.743e-5,270,0.002,0,28.61,-80.6,5.117,0,0,0,90,0,3085.087,1045.087,0.475,9.674e-4,9.792,NaN,107.749,NaN,940.667,31.138,0.406,0.602,0.509,0.014,0.08,0.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.781,90,14.996,1013.174,0.001,340.386,0.059,2.286e6,5.75,25.967,0.005,0.009,0.003
0.084,0.754,0.754,21.353,21.353,291.251,291.251,-9.539e-5,0,9.539e-5,270,0.002,0,28.61,-80.6,4.764,0,0,0,90,0,3082.377,1042.377,0.475,9.669e-4,9.792,NaN,107.722,NaN,928.39,30.759,0.46,0.596,0.502,0.014,0.08,0.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.781,90,14.995,1013.162,0.001,340.386,0.063,2.454e6,5.75,25.967,0.005,0.01,0.003
0.089,0.857,0.857,22.709,22.709,287.77,287.77,-1.028e-4,0,1.028e-4,270,0.002,0,28.61,-80.6,4.479,0,0,0,90,0,3079.854,1039.854,0.475,9.664e-4,9.792,NaN,107.697,NaN,916.96,30.405,0.512,0.59,0.497,0.014,0.08,0.621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.78,90,14.994,1013.149,0.001,340.386,0.067,2.609e6,5.75,25.967,0.004,0.01,0.003
0.093,0.96,0.96,23.969,23.969,284.491,284.491,-1.098e-4,0,1.098e-4,270,0.002,0,28.61,-80.6,4.243,0,0,0,90,0,3077.482,1037.482,0.475,9.66e-4,9.792,NaN,107.673,NaN,906.213,30.072,0.563,0.585,0.492,0.014,0.08,0.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.78,90,14.994,1013.137,0.001,340.385,0.071,2.753e6,5.75,25.967,0.004,0.011,0.003
# Event LAUNCHROD occurred at t=0.098 seconds
0.098,1.062,1.062,25.149,25.149,281.378,281.379,-1.164e-4,0,1.164e-4,270,0.002,0.408,28.61,-80.6,4.044,0,0,0,90,0,3075.234,1035.234,0.474,9.656e-4,9.792,124.464,107.65,2.924,896.03,29.755,0.613,0.581,0.487,0.014,0.08,0.606,1.232,3.602,-4.492e-5,0,0,0,0,0,1.78,90,14.993,1013.125,0.001,340.385,0.074,2.887e6,5.75,25.967,0.006,0.012,0.003
0.104,1.225,1.225,26.895,26.895,276.701,276.701,-1.344e-4,0,1.344e-4,270,0.004,0.431,28.61,-80.6,3.79,0,0.165,1.543e-5,89.999,90.005,3071.862,1031.862,0.474,9.65e-4,9.792,124.8,107.617,2.988,880.757,29.28,0.69,0.576,0.482,0.014,0.08,0.597,1.143,3.417,-1.524e-4,0,0,0,0,4.387e-5,1.786,90,14.992,1013.106,0.001,340.384,0.079,3.087e6,5.75,25.967,0.006,0.012,0.003
0.11,1.398,1.398,28.606,28.606,272.029,272.029,-1.692e-4,0,1.692e-4,270,0.007,0.45,28.61,-80.6,3.58,0,0.343,1.55e-5,89.998,90.004,3068.503,1028.503,0.473,9.644e-4,9.792,125.084,107.583,3.044,865.54,28.806,0.771,0.57,0.476,0.014,0.08,0.59,1.071,3.261,-2.112e-4,0,0,0,0,1.677e-4,1.798,90,14.991,1013.086,0.001,340.383,0.084,3.282e6,5.75,25.967,0.009,0.013,0.004
0.119,1.678,1.678,31.142,31.142,270.266,270.266,-2.542e-4,0,2.542e-4,270,0.011,0.466,28.61,-80.6,3.308,0,0.635,2.143e-5,89.993,90.003,3064.057,1024.057,0.473,9.636e-4,9.792,125.458,107.539,3.116,859.01,28.63,0.898,0.563,0.469,0.014,0.08,0.58,0.98,3.053,-3.647e-4,0,0,0,0,4.863e-4,1.815,90,14.989,1013.053,0.001,340.382,0.092,3.572e6,5.75,25.967,0.014,0.014,0.004
0.133,2.141,2.141,34.915,34.915,267.606,267.606,-4.581e-4,0,4.581e-4,270,0.018,0.465,28.61,-80.6,2.97,0,1.131,2.475e-5,89.981,90.002,3057.388,1017.388,0.472,9.624e-4,9.792,125.937,107.471,3.211,849.216,28.365,1.103,0.554,0.46,0.014,0.081,0.568,0.868,2.787,3.377e-4,0,0,0,0,0.001,1.841,90,14.986,1012.999,0.001,340.38,0.103,4.004e6,5.75,25.967,0.021,0.014,0.004
0.154,2.935,2.935,40.504,40.504,263.584,263.584,-9.322e-4,0,9.322e-4,270,0.027,0.386,28.61,-80.6,2.544,0,2.001,5.763e-6,89.948,90.001,3047.384,1007.384,0.471,9.606e-4,9.792,126.561,107.37,3.338,834.524,27.966,1.445,0.543,0.448,0.014,0.081,0.553,0.731,2.438,-4.247e-4,0,0,0,0,0.003,1.863,90,14.981,1012.906,0.001,340.377,0.119,4.643e6,5.75,25.967,0.007,0.015,0.005
0.161,3.207,3.207,42.233,42.233,262.319,262.319,-0.001,-5.196e-9,0.001,270,0.029,0.334,28.61,-80.6,2.404,0,2.3,3.738e-5,89.934,90.001,3044.258,1004.258,0.47,9.6e-4,9.792,126.771,107.338,3.38,829.933,27.841,1.559,0.54,0.445,0.014,0.081,0.549,0.687,2.319,-3.978e-5,0,0,0,0,0.003,1.851,90,14.979,1012.874,0.001,340.376,0.124,4.84e6,5.75,25.967,0.01,0.016,0.005
0.171,3.636,3.636,44.817,44.817,261.573,261.573,-0.001,-8.115e-9,0.001,270,0.032,0.236,28.61,-80.6,2.211,0,2.766,1.702e-5,89.909,90.001,3039.766,999.766,0.47,9.592e-4,9.792,127.067,107.292,3.439,826.619,27.771,1.736,0.535,0.44,0.014,0.081,0.543,0.627,2.152,2.064e-4,0,0,0,0,0.004,1.833,90,14.976,1012.824,0.001,340.375,0.132,5.136e6,5.75,25.967,0.015,0.017,0.006
0.186,4.328,4.328,48.679,48.679,260.444,260.444,-0.002,-1.435e-8,0.002,270,0.034,0.039,28.61,-80.6,1.948,0,3.5,-2.105e-6,89.863,90.001,3033.027,993.027,0.469,9.58e-4,9.792,127.477,107.223,3.522,821.649,27.665,2.019,0.53,0.434,0.014,0.081,0.535,0.546,1.918,-9.212e-5,0,0,0,0,0.006,1.806,90,14.972,1012.742,0.001,340.372,0.143,5.577e6,5.75,25.967,0.022,0.018,0.006
0.208,5.472,5.472,54.44,54.44,258.728,258.729,-0.003,-2.825e-8,0.003,269.999,0.031,0.359,28.61,-80.6,1.619,0,4.66,1.293e-4,89.773,90.001,3022.92,982.92,0.468,9.562e-4,9.792,128.003,107.119,3.632,814.194,27.506,2.48,0.522,0.426,0.014,0.082,0.526,0.448,1.621,-1.792e-4,0,0,0,0,0.009,1.786,90,14.964,1012.608,0.001,340.367,0.16,6.236e6,5.75,25.967,0.033,0.019,0.007
0.241,7.427,7.427,63.01,63.01,256.105,256.108,-0.003,-6.782e-8,0.003,269.999,0.006,1.204,28.61,-80.6,1.231,0,6.503,3.794e-4,89.587,90.001,3007.758,967.758,0.466,9.534e-4,9.792,128.652,106.962,3.772,803.01,27.265,3.25,0.512,0.415,0.015,0.083,0.515,0.336,1.253,-2.066e-4,0,0,0,0,0.012,1.814,90,14.952,1012.379,0.001,340.36,0.185,7.216e6,5.75,25.967,0.026,0.02,0.008
0.267,9.142,9.142,69.605,69.605,254.025,254.034,-0.003,-1.424e-7,0.003,269.997,0.036,2.106,28.61,-80.6,0.934,0,7.919,2.4e-4,89.4,90.002,2995.983,955.983,0.464,9.513e-4,9.792,129.163,106.839,3.883,794.325,27.076,3.909,0.506,0.408,0.015,0.083,0.507,0.252,0.962,-2.607e-4,0,0,0,0,0.015,1.827,90,14.941,1012.178,0.001,340.353,0.205,7.969e6,5.75,25.967,0.039,0.02,0.009
0.306,12.032,12.032,79.437,79.437,253.032,253.061,4.151e-4,-3.676e-7,4.151e-4,90.051,0.151,3.877,28.61,-80.6,0.494,0,9.693,-9.071e-5,89.057,90.001,2978.856,938.856,0.462,9.482e-4,9.792,129.948,106.657,4.051,788.002,27.015,5.003,0.498,0.399,0.015,0.084,0.499,0.131,0.512,2.975e-4,0,0,0,0,0.017,1.842,90,14.922,1011.839,0.001,340.342,0.233,9.093e6,5.75,25.967,0.045,0.021,0.01
0.351,15.882,15.882,90.851,90.852,251.777,251.859,0.012,-7.293e-7,0.012,90.003,0.382,6.404,28.61,-80.6,0.013,0,10.597,-0.003,88.592,90,2958.889,918.889,0.46,9.446e-4,9.792,130.847,106.444,4.244,780.63,26.943,6.442,0.491,0.39,0.016,0.086,0.491,0.003,-0.002,7.472e-5,0,0,0,0,0.016,1.871,90,14.897,1011.387,0.001,340.326,0.267,1.04e7,5.75,25.967,0.05,0.022,0.012
0.401,20.737,20.737,103.27,103.273,244.978,245.151,0.04,-1.148e-6,0.04,90.002,0.773,9.201,28.61,-80.6,0.463,3.648e-7,-9.055,-1.836e-4,88.088,90,2938.057,898.057,0.457,9.409e-4,9.792,130.085,106.217,4.151,757.237,26.321,8.22,0.485,0.381,0.017,0.088,0.485,0.123,0.519,-3.861e-4,0,0,0,0,-0.009,1.84,90,14.865,1010.818,0.001,340.307,0.304,1.181e7,5.75,25.967,0.05,0.023,0.013
0.451,26.204,26.204,115.346,115.353,238.038,238.294,0.091,-1.333e-6,0.091,90.001,1.285,11.055,28.61,-80.6,0.656,-3.877e-7,-4.602,2.968e-4,87.737,90,2917.224,877.224,0.454,9.371e-4,9.792,129.799,105.988,4.141,733.845,25.69,10.158,0.48,0.373,0.017,0.09,0.481,0.176,0.73,4.834e-4,0,0,0,0,-0.002,1.952,90,14.83,1010.177,0.001,340.286,0.339,1.319e7,5.75,25.967,0.036,0.024,0.015
0.487,30.476,30.476,123.762,123.773,233.022,233.303,0.145,-1.331e-6,0.145,90.001,1.69,11.456,28.61,-80.6,0.668,0,-0.155,-5.813e-4,87.65,90,2902.338,862.338,0.452,9.344e-4,9.792,129.817,105.822,4.173,717.128,25.233,11.627,0.478,0.369,0.018,0.091,0.478,0.18,0.75,1.324e-4,0,0,0,0,-1.835e-6,1.946,90,14.802,1009.676,0.001,340.269,0.364,1.415e7,5.75,25.967,0.025,0.024,0.016
0.512,33.677,33.677,129.605,129.62,229.459,229.728,0.191,-1.217e-6,0.191,90,1.976,11.102,28.61,-80.6,0.589,0,3.191,-0.001,87.688,90,2891.809,851.809,0.451,9.325e-4,9.792,129.98,105.704,4.222,705.306,24.908,12.702,0.476,0.366,0.018,0.092,0.477,0.158,0.667,4.052e-4,0,0,0,0,7.096e-4,1.921,90,14.781,1009.3,0.001,340.256,0.381,1.481e7,5.75,25.967,0.031,0.025,0.017
0.543,37.771,37.771,136.621,136.64,226.826,227.047,0.257,-1.059e-6,0.257,90,2.303,10.009,28.61,-80.6,0.408,0,6.826,-6.241e-4,87.844,90.001,2880.083,840.083,0.449,9.304e-4,9.792,130.332,105.571,4.306,696.14,24.684,14.054,0.474,0.362,0.019,0.094,0.475,0.109,0.466,-1.392e-4,0,0,0,0,0.003,1.865,90,14.754,1008.82,0.001,340.24,0.402,1.561e7,5.75,25.967,0.04,0.026,0.017
0.582,43.344,43.344,145.514,145.538,223.411,223.542,0.355,-9.167e-7,0.355,90,2.654,7.64,28.61,-80.6,0.073,0,9.363,-0.002,88.174,90,2865.021,825.021,0.447,9.277e-4,9.792,130.978,105.398,4.449,684.365,24.394,15.872,0.473,0.358,0.02,0.095,0.473,0.019,0.081,2.914e-4,0,0,0,0,0.005,1.799,90,14.718,1008.167,0.001,340.218,0.428,1.662e7,5.75,25.967,0.05,0.026,0.019
0.632,50.897,50.897,156.574,156.602,218.967,219.01,0.496,-7.395e-7,0.496,90,2.952,4.385,28.61,-80.6,0.313,-1.644e-6,-7.108,-5.792e-4,88.611,90,2845.955,805.955,0.444,9.242e-4,9.792,130.612,105.178,4.423,669.461,24.023,18.311,0.471,0.353,0.021,0.098,0.471,0.084,0.373,8.426e-5,0,0,0,0,-0.002,1.703,90,14.669,1007.281,0.001,340.188,0.46,1.787e7,5.75,25.967,0.037,0.027,0.02
0.67,56.881,56.881,164.668,164.697,215.546,215.567,0.608,-1.241e-7,0.608,90,3.085,3.031,28.61,-80.6,0.424,4.924e-7,-1.913,-4.22e-6,88.784,89.999,2831.75,791.75,0.442,9.217e-4,9.792,130.469,105.011,4.427,658.357,23.743,20.215,0.471,0.349,0.022,0.1,0.471,0.114,0.505,3.217e-4,0,0,0,0,-1.58e-4,1.627,90,14.63,1006.579,0.001,340.165,0.484,1.879e7,5.75,25.967,0.012,0.027,0.021
0.682,58.955,58.955,167.353,167.383,214.379,214.399,0.647,1.155e-7,0.647,90,3.122,2.949,28.61,-80.6,0.413,4.442e-7,0.127,-8.128e-4,88.795,89.999,2826.986,786.986,0.442,9.208e-4,9.792,130.505,104.955,4.443,654.633,23.648,20.868,0.47,0.348,0.022,0.101,0.471,0.111,0.493,-2.362e-4,0,0,0,0,6.693e-7,1.602,90,14.617,1006.336,0.001,340.157,0.492,1.909e7,5.75,25.967,0.019,0.028,0.021
0.701,62.129,62.129,171.37,171.399,214.24,214.265,0.706,5.85e-7,0.706,90,3.18,3.25,28.61,-80.6,0.351,2.881e-7,3.069,-0.002,88.765,89.998,2820.265,780.265,0.441,9.196e-4,9.792,130.639,104.876,4.481,653.745,23.673,21.862,0.47,0.346,0.022,0.102,0.47,0.095,0.423,1.084e-4,0,0,0,0,3.756e-4,1.566,90,14.596,1005.963,0.001,340.144,0.504,1.954e7,5.75,25.967,0.027,0.029,0.022
0.728,66.869,66.869,177.193,177.223,214.008,214.052,0.794,1.623e-6,0.794,90,3.282,4.37,28.61,-80.6,0.2,3.115e-7,6.395,-0.006,88.633,89.996,2810.511,770.511,0.439,9.178e-4,9.792,130.95,104.76,4.555,652.457,23.708,23.349,0.47,0.344,0.023,0.103,0.47,0.054,0.243,1.724e-4,0,0,0,0,0.002,1.567,90,14.565,1005.407,0.001,340.126,0.521,2.02e7,5.75,25.967,0.041,0.029,0.023
0.769,74.275,74.275,185.914,185.947,213.583,213.698,0.932,4.859e-6,0.932,90,3.512,6.998,28.61,-80.6,0.101,2.898e-7,-7.282,-0.014,88.335,89.991,2795.881,755.881,0.437,9.152e-4,9.792,131.206,104.584,4.63,650.524,23.762,25.687,0.47,0.34,0.024,0.105,0.47,0.027,0.127,-1.103e-4,0,0,0,0,-0.002,1.562,90,14.517,1004.539,0.001,340.096,0.547,2.118e7,5.75,25.967,0.05,0.03,0.024
0.819,83.837,83.837,196.579,196.618,213.011,213.2,1.118,1.406e-5,1.118,89.999,3.925,8.974,28.61,-80.6,0.276,-3.088e-6,-1.165,-0.007,88.108,89.996,2777.948,737.948,0.435,9.12e-4,9.792,131.012,104.366,4.634,648.156,23.828,28.731,0.471,0.336,0.026,0.108,0.471,0.075,0.346,2.698e-4,0,0,0,0,-4.11e-5,1.622,90,14.455,1003.417,0.001,340.059,0.578,2.238e7,5.75,25.967,0.025,0.031,0.025
0.844,88.816,88.816,201.899,201.942,212.745,212.918,1.219,1.97e-5,1.219,89.999,4.146,8.573,28.61,-80.6,0.21,-2.734e-6,2.576,-0.011,88.127,90.003,2768.985,728.985,0.433,9.103e-4,9.792,131.193,104.256,4.685,646.972,23.861,30.319,0.471,0.334,0.027,0.11,0.471,0.057,0.267,-2.888e-4,0,0,0,0,1.906e-4,1.714,90,14.423,1002.833,0.001,340.039,0.594,2.298e7,5.75,25.967,0.031,0.032,0.026
0.874,95.111,95.111,208.422,208.468,212.422,212.543,1.35,2.571e-5,1.35,89.999,4.39,7.187,28.61,-80.6,0.066,-3.582e-6,5.346,-0.029,88.255,90.009,2757.98,717.98,0.432,9.083e-4,9.792,131.536,104.12,4.768,645.518,23.903,32.335,0.472,0.332,0.028,0.112,0.472,0.018,0.084,3.154e-4,0,0,0,0,7.705e-4,1.716,90,14.382,1002.095,0.001,340.014,0.613,2.371e7,5.75,25.967,0.046,0.032,0.027
0.92,104.928,104.928,218.186,218.236,211.873,211.929,1.558,2.939e-5,1.558,89.999,4.661,4.836,28.61,-80.6,0.135,-5.008e-6,-3.646,-0.014,88.484,90.005,2741.473,701.473,0.429,9.054e-4,9.792,131.557,103.914,4.807,643.338,23.966,35.507,0.473,0.329,0.029,0.115,0.473,0.037,0.176,9.484e-5,0,0,0,0,-3.27e-4,1.626,90,14.318,1000.944,0.001,339.976,0.642,2.48e7,5.75,25.967,0.039,0.033,0.028
0.96,113.698,113.698,226.531,226.583,211.298,211.346,1.746,3.073e-5,1.746,89.999,4.839,4.508,28.61,-80.6,0.138,-8.468e-6,1.005,-0.009,88.536,89.989,2727.328,687.328,0.427,9.028e-4,9.792,131.684,103.735,4.861,641.47,24.02,38.364,0.475,0.326,0.031,0.118,0.475,0.038,0.183,2.195e-4,0,0,0,0,2.303e-5,1.496,90,14.261,999.915,0.001,339.941,0.667,2.573e7,5.75,25.967,0.035,0.034,0.029
0.995,121.775,121.775,233.934,233.988,210.7,210.78,1.918,3.629e-5,1.918,89.999,5.017,5.8,28.61,-80.6,0.017,-9.735e-6,3.461,-0.045,88.447,89.988,2714.745,674.745,0.426,9.005e-4,9.792,132.025,103.575,4.948,639.808,24.069,41.017,0.476,0.323,0.033,0.121,0.476,0.005,0.022,-3.025e-4,0,0,0,0,2.564e-4,1.393,90,14.208,998.968,0.001,339.909,0.688,2.656e7,5.75,25.967,0.05,0.035,0.03
1.045,133.735,133.735,244.446,244.504,209.774,209.895,2.177,4.919e-5,2.177,89.999,5.348,7.118,28.61,-80.6,0.071,-1.292e-5,-1.424,-0.005,88.313,90.012,2696.812,656.812,0.423,8.973e-4,9.792,132.118,103.344,5.004,637.439,24.139,44.999,0.479,0.32,0.035,0.124,0.479,0.02,0.098,1.33e-4,0,0,0,0,-3.977e-5,1.545,90,14.131,997.565,0.001,339.862,0.72,2.772e7,5.75,25.967,0.05,0.037,0.031
1.095,146.219,146.219,254.91,254.974,208.794,208.904,2.454,5.082e-5,2.454,89.999,5.703,6.765,28.61,-80.6,0.046,-2.038e-5,2.201,-0.002,88.346,90.013,2678.88,638.88,0.42,8.941e-4,9.792,132.366,103.109,5.088,635.071,24.211,49.221,0.482,0.316,0.038,0.128,0.482,0.013,0.065,4.569e-4,0,0,0,0,8.729e-5,1.455,90,14.05,996.101,0.001,339.813,0.75,2.888e7,5.75,25.967,0.05,0.037,0.033
1.145,159.225,159.225,265.324,265.392,207.735,207.799,2.747,4.277e-5,2.747,89.999,5.994,5.134,28.61,-80.6,0.063,-1.77e-5,-1.019,-0.004,88.448,89.997,2660.947,620.947,0.417,8.908e-4,9.792,132.548,102.872,5.161,632.702,24.283,53.712,0.487,0.313,0.042,0.132,0.487,0.017,0.09,-2.253e-4,0,0,0,0,-1.728e-5,1.485,90,13.965,994.576,0.001,339.762,0.781,3.003e7,5.75,25.967,0.05,0.038,0.034
1.195,172.751,172.751,275.681,275.752,206.488,206.565,3.052,3.732e-5,3.052,89.999,6.253,5.644,28.61,-80.6,0.036,-1.417e-5,2.985,0.025,88.377,90.007,2643.014,603.014,0.415,8.876e-4,9.792,132.819,102.631,5.25,630.333,24.357,58.505,0.492,0.309,0.046,0.136,0.492,0.01,0.052,-2.744e-4,0,0,0,0,1.372e-4,1.729,90,13.877,992.989,0.001,339.708,0.812,3.117e7,5.75,25.967,0.05,0.039,0.035
1.245,186.792,186.792,285.97,286.046,205.053,205.185,3.373,2.519e-5,3.373,90,6.592,7.35,28.61,-80.6,0.065,-1.357e-5,-0.578,0.004,88.268,90.015,2625.081,585.081,0.412,8.844e-4,9.792,132.997,102.387,5.323,627.965,24.431,63.649,0.498,0.306,0.051,0.141,0.498,0.018,0.097,-2.237e-6,0,0,0,0,-4.785e-6,1.732,90,13.786,991.342,0.001,339.653,0.842,3.23e7,5.75,25.967,0.04,0.039,0.037
1.285,198.473,198.473,294.202,294.282,203.832,203.933,3.645,6.595e-6,3.645,90,6.873,6.413,28.61,-80.6,0.012,-1.326e-5,2.243,0.008,88.317,90.004,2610.639,570.639,0.409,8.818e-4,9.792,133.281,102.188,5.407,626.057,24.491,68.107,0.504,0.304,0.056,0.144,0.504,0.003,0.018,-1.057e-4,0,0,0,0,6.805e-5,1.71,90,13.71,989.972,0.001,339.607,0.867,3.32e7,5.75,25.967,0.033,0.04,0.038
1.318,208.228,208.228,300.867,300.95,202.734,202.802,3.873,-9.096e-6,3.873,90,7.062,5.259,28.61,-80.6,0.046,-1.163e-5,-1.009,-0.002,88.378,89.994,2598.88,558.88,0.408,8.796e-4,9.792,133.378,102.025,5.453,624.504,24.541,72.004,0.51,0.301,0.061,0.147,0.51,0.013,0.073,9.414e-5,0,0,0,0,-1.317e-5,1.703,90,13.647,988.828,0.001,339.569,0.886,3.393e7,5.75,25.967,0.048,0.041,0.039
1.366,222.957,222.957,310.146,310.233,182.426,182.508,4.219,-2.345e-5,4.219,90,7.317,5.447,28.61,-80.6,0.007,-6.696e-6,1.526,-0.009,88.333,90,2584.018,544.018,0.405,8.769e-4,9.791,133.675,101.816,5.541,574.189,22.694,77.29,0.516,0.299,0.065,0.152,0.516,0.002,0.01,2.717e-6,0,0,0,0,2.834e-5,1.747,90,13.551,987.101,0.001,339.511,0.914,3.493e7,5.75,25.967,0.05,0.041,0.04
1.416,238.684,238.684,318.744,318.835,161.489,161.58,4.592,-3.787e-5,4.592,90,7.597,5.417,28.61,-80.6,0.019,-2.849e-6,-0.172,0.002,88.288,89.988,2568.601,528.601,0.403,8.742e-4,9.791,133.867,101.597,5.612,521.993,20.755,81.818,0.517,0.297,0.065,0.156,0.517,0.005,0.031,3.369e-4,0,0,0,0,-3.413e-7,1.826,90,13.449,985.256,0.001,339.449,0.939,3.586e7,5.75,25.967,0.045,0.042,0.041
1.461,253.12,253.12,325.558,325.652,142.647,142.711,4.938,-4.109e-5,4.938,90,7.816,4.289,28.61,-80.6,0.009,-2.235e-6,-0.489,0.014,88.311,89.996,2554.786,514.786,0.4,8.717e-4,9.791,134.056,101.398,5.68,475.225,18.998,85.619,0.52,0.296,0.065,0.159,0.52,0.003,0.014,-1.615e-4,0,0,0,0,-2.647e-6,1.834,90,13.355,983.563,0.001,339.392,0.96,3.658e7,5.75,25.967,0.05,0.042,0.042
