# Simulation 4 (Up to date)
# 690 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (26.5 m/s):  "Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.377,869.716,869.716,186.348,186.449,-20.15,20.15,26.13,0.003,26.13,89.993,6.133,0.116,28.61,-80.6,0.104,-2.119e-5,0.172,0.012,87.41,89.992,2331.4,291.4,0.386,8.314e-4,9.79,131.223,99.294,5.553,0,0,24.114,0.474,0.343,0.025,0.106,0.474,0.028,0.155,-4.115e-5,0,0,0,0,9.989e-7,1.957,90,9.347,913.302,0.001,336.963,0.554,1.995e7,5.75,25.967,0.05,0.078,0.024
4.427,879.008,879.008,185.344,185.446,-20.007,20.011,26.437,0.003,26.437,89.993,6.127,0.388,28.61,-80.6,0.015,-2.244e-5,2.192,0.063,87.482,89.98,2331.4,291.4,0.386,8.314e-4,9.789,131.374,99.294,5.579,0,0,23.833,0.474,0.344,0.024,0.106,0.474,0.004,0.022,1.989e-4,0,0,0,0,1.636e-4,1.976,90,9.286,912.264,0.001,336.926,0.551,1.983e7,5.75,25.967,0.05,0.079,0.024
4.477,888.251,888.251,184.347,184.448,-19.87,19.887,26.742,0.003,26.742,89.993,6.094,0.828,28.61,-80.6,0.066,-2.237e-5,-1.059,0.012,87.572,89.98,2331.4,291.4,0.386,8.314e-4,9.789,131.272,99.294,5.561,0,0,23.557,0.474,0.344,0.024,0.105,0.474,0.018,0.098,1.702e-4,0,0,0,0,-3.864e-5,1.936,90,9.226,911.231,0.001,336.89,0.548,1.971e7,5.75,25.967,0.05,0.079,0.024
4.527,897.443,897.443,183.357,183.457,-19.753,19.77,27.046,0.003,27.046,89.993,6.052,0.819,28.61,-80.6,0.066,-2.132e-5,1.026,0.012,87.571,89.991,2331.4,291.4,0.386,8.314e-4,9.789,131.262,99.294,5.56,0,0,23.285,0.474,0.345,0.024,0.105,0.474,0.018,0.098,-7.438e-5,0,0,0,0,3.66e-5,1.937,90,9.167,910.204,0.001,336.854,0.545,1.959e7,5.75,25.967,0.05,0.079,0.023
4.577,906.586,906.586,182.372,182.471,-19.66,19.662,27.348,0.003,27.348,89.993,6.021,0.3,28.61,-80.6,0.028,-2.075e-5,-1.964,0.03,87.484,89.999,2331.4,291.4,0.386,8.314e-4,9.789,131.321,99.294,5.57,0,0,23.016,0.474,0.345,0.024,0.105,0.474,0.008,0.042,3.657e-4,0,0,0,0,-1.357e-4,1.902,90,9.107,909.182,0.001,336.818,0.542,1.947e7,5.75,25.967,0.05,0.08,0.023
4.627,915.681,915.681,181.391,181.491,-19.561,19.561,27.649,0.003,27.649,89.993,6.018,0.037,28.61,-80.6,0.09,-2.161e-5,0.267,0.009,87.436,89.994,2331.4,291.4,0.386,8.314e-4,9.789,131.2,99.294,5.549,0,0,22.75,0.474,0.346,0.024,0.105,0.474,0.024,0.134,-2.264e-4,0,0,0,0,2.532e-6,1.816,90,9.048,908.166,0.001,336.782,0.539,1.935e7,5.75,25.967,0.05,0.08,0.023
4.677,924.726,924.726,180.416,180.516,-19.43,19.433,27.949,0.004,27.949,89.993,6.013,0.374,28.61,-80.6,0.013,-2.188e-5,2.115,0.084,87.507,89.979,2331.4,291.4,0.386,8.314e-4,9.789,131.331,99.294,5.572,0,0,22.488,0.474,0.346,0.024,0.104,0.474,0.003,0.018,4.188e-4,0,0,0,0,1.608e-4,1.804,90,8.989,907.156,0.001,336.746,0.536,1.923e7,5.75,25.967,0.05,0.08,0.023
4.727,933.722,933.722,179.448,179.548,-19.294,19.318,28.249,0.004,28.249,89.993,5.979,0.961,28.61,-80.6,0.1,-1.911e-5,-0.761,0.007,87.591,89.973,2331.4,291.4,0.386,8.314e-4,9.789,131.165,99.294,5.543,0,0,22.231,0.474,0.346,0.024,0.104,0.474,0.027,0.148,4.856e-4,0,0,0,0,-2.101e-5,1.886,90,8.931,906.151,0.001,336.711,0.533,1.911e7,5.75,25.967,0.05,0.081,0.023
4.777,942.671,942.671,178.486,178.585,-19.191,19.208,28.547,0.004,28.547,89.993,5.93,0.799,28.61,-80.6,0.07,-2.139e-5,2.315,0.01,87.546,89.984,2331.4,291.4,0.386,8.314e-4,9.789,131.21,99.294,5.551,0,0,21.976,0.474,0.347,0.024,0.104,0.474,0.019,0.104,-1.712e-4,0,0,0,0,1.967e-4,1.94,90,8.873,905.151,0.001,336.676,0.531,1.9e7,5.75,25.967,0.05,0.081,0.023
4.827,951.571,951.571,177.529,177.627,-19.112,19.113,28.843,0.004,28.843,89.992,5.907,0.143,28.61,-80.6,0.057,-2.119e-5,-2.406,0.014,87.413,89.998,2331.4,291.4,0.386,8.314e-4,9.789,131.225,99.294,5.553,0,0,21.724,0.474,0.347,0.023,0.104,0.474,0.015,0.085,3.11e-4,0,0,0,0,-2.149e-4,1.934,90,8.815,904.156,0.001,336.641,0.528,1.888e7,5.75,25.967,0.05,0.081,0.023
4.877,960.424,960.424,176.575,176.674,-19.018,19.018,29.138,0.004,29.138,89.992,5.909,0.117,28.61,-80.6,0.109,-2.064e-5,0.237,0.009,87.355,89.997,2331.4,291.4,0.386,8.314e-4,9.789,131.124,99.294,5.536,0,0,21.475,0.474,0.348,0.023,0.103,0.474,0.029,0.161,-2.744e-4,0,0,0,0,2.1e-6,1.911,90,8.757,903.167,0.001,336.606,0.525,1.877e7,5.75,25.967,0.05,0.082,0.023
4.927,969.229,969.229,175.627,175.727,-18.889,18.893,29.434,0.004,29.434,89.992,5.905,0.385,28.61,-80.6,0.009,-2.086e-5,2.316,0.107,87.432,89.98,2331.4,291.4,0.386,8.314e-4,9.789,131.297,99.294,5.566,0,0,21.23,0.474,0.348,0.023,0.103,0.474,0.002,0.012,-4.41e-4,0,0,0,0,2.033e-4,1.945,90,8.7,902.184,0.001,336.571,0.522,1.865e7,5.75,25.967,0.05,0.082,0.023
4.977,977.986,977.986,174.686,174.785,-18.764,18.784,29.728,0.004,29.728,89.992,5.87,0.88,28.61,-80.6,0.093,-2.085e-5,-0.738,0.005,87.518,89.966,2331.4,291.4,0.386,8.314e-4,9.789,131.138,99.294,5.538,0,0,20.988,0.475,0.349,0.023,0.103,0.475,0.025,0.136,9.654e-5,0,0,0,0,-2.089e-5,1.985,90,8.643,901.205,0.001,336.537,0.52,1.854e7,5.75,25.967,0.05,0.082,0.022
5.027,986.697,986.697,173.751,173.848,-18.663,18.681,30.02,0.004,30.02,89.992,5.827,0.819,28.61,-80.6,0.082,-1.993e-5,1.744,0.015,87.49,89.979,2331.4,291.4,0.386,8.314e-4,9.789,131.151,99.294,5.54,0,0,20.749,0.475,0.349,0.023,0.103,0.475,0.022,0.12,-3.752e-4,0,0,0,0,1.178e-4,2.037,90,8.586,900.232,0.001,336.502,0.517,1.843e7,5.75,25.967,0.05,0.083,0.022
5.077,995.362,995.362,172.82,172.917,-18.585,18.587,30.311,0.004,30.311,89.992,5.797,0.3,28.61,-80.6,0.026,-1.889e-5,-2.753,0.061,87.365,90.001,2331.4,291.4,0.386,8.314e-4,9.789,131.244,99.294,5.557,0,0,20.513,0.475,0.349,0.023,0.102,0.475,0.007,0.038,-2.638e-4,0,0,0,0,-2.967e-4,2.077,90,8.53,899.264,0.001,336.468,0.514,1.832e7,5.75,25.967,0.05,0.083,0.022
5.127,1003.979,1003.979,171.892,171.99,-18.501,18.501,30.601,0.004,30.601,89.992,5.794,0.02,28.61,-80.6,0.094,-1.764e-5,-0.74,0.014,87.273,90.002,2331.4,291.4,0.386,8.314e-4,9.789,131.115,99.294,5.534,0,0,20.28,0.475,0.35,0.023,0.102,0.475,0.025,0.138,-1.23e-5,0,0,0,0,-2.165e-5,2.114,90,8.474,898.322,0.001,336.434,0.511,1.82e7,5.75,25.967,0.05,0.083,0.022
5.177,1012.551,1012.551,170.97,171.068,-18.393,18.393,30.89,0.004,30.89,89.992,5.79,0.169,28.61,-80.6,0.054,-1.651e-5,1.252,0.017,87.291,89.987,2331.4,291.4,0.386,8.314e-4,9.789,131.18,99.294,5.545,0,0,20.051,0.475,0.35,0.023,0.102,0.475,0.014,0.079,4.188e-4,0,0,0,0,6.27e-5,2.14,90,8.418,897.411,0.001,336.4,0.509,1.81e7,5.75,25.967,0.05,0.084,0.022
5.227,1021.076,1021.076,170.053,170.151,-18.28,18.286,31.179,0.005,31.179,89.992,5.773,0.493,28.61,-80.6,0.017,-1.666e-5,-1.671,0.051,87.371,89.973,2331.4,291.4,0.386,8.314e-4,9.789,131.24,99.294,5.556,0,0,19.823,0.475,0.351,0.022,0.102,0.475,0.005,0.025,-3.174e-4,0,0,0,0,-1.129e-4,2.087,90,8.363,896.504,0.001,336.367,0.506,1.799e7,5.75,25.967,0.05,0.084,0.022
5.277,1029.556,1029.556,169.142,169.239,-18.17,18.188,31.467,0.005,31.467,89.992,5.741,0.807,28.61,-80.6,0.087,-1.772e-5,-0.428,0.011,87.43,89.973,2331.4,291.4,0.386,8.314e-4,9.789,131.108,99.294,5.533,0,0,19.599,0.475,0.351,0.022,0.101,0.475,0.023,0.128,-2.068e-4,0,0,0,0,-7.484e-6,2.108,90,8.308,895.602,0.001,336.333,0.503,1.788e7,5.75,25.967,0.05,0.084,0.022
5.327,1037.991,1037.991,168.236,168.332,-18.081,18.093,31.753,0.005,31.753,89.991,5.701,0.666,28.61,-80.6,0.057,-1.631e-5,1.847,0.013,87.39,89.986,2331.4,291.4,0.386,8.314e-4,9.789,131.155,99.294,5.541,0,0,19.378,0.475,0.352,0.022,0.101,0.475,0.015,0.084,-2.56e-4,0,0,0,0,1.409e-4,2.137,90,8.253,894.705,0.001,336.3,0.501,1.777e7,5.75,25.967,0.05,0.085,0.022
5.377,1046.38,1046.38,167.334,167.43,-18.006,18.007,32.038,0.005,32.038,89.991,5.679,0.259,28.61,-80.6,0.033,-1.622e-5,-1.968,0.025,87.286,89.995,2331.4,291.4,0.386,8.314e-4,9.789,131.193,99.294,5.548,0,0,19.159,0.475,0.352,0.022,0.101,0.475,0.009,0.049,-4.994e-4,0,0,0,0,-1.617e-4,2.156,90,8.199,893.812,0.001,336.267,0.498,1.766e7,5.75,25.967,0.05,0.085,0.021
5.427,1054.724,1054.724,166.435,166.532,-17.928,17.928,32.321,0.005,32.321,89.991,5.673,0.05,28.61,-80.6,0.102,-1.524e-5,-0.393,0.009,87.221,89.991,2331.4,291.4,0.386,8.314e-4,9.789,131.062,99.294,5.525,0,0,18.943,0.475,0.352,0.022,0.101,0.475,0.027,0.15,1.222e-4,0,0,0,0,-6.505e-6,2.109,90,8.144,892.925,0.001,336.234,0.496,1.756e7,5.75,25.967,0.05,0.086,0.021
5.477,1063.024,1063.024,165.541,165.638,-17.828,17.828,32.605,0.005,32.605,89.991,5.675,0.096,28.61,-80.6,0.069,-1.403e-5,2.133,0.012,87.269,89.983,2331.4,291.4,0.386,8.314e-4,9.789,131.117,99.294,5.534,0,0,18.728,0.475,0.353,0.022,0.101,0.475,0.018,0.101,1.501e-5,0,0,0,0,1.941e-4,2.022,90,8.09,892.042,0.001,336.202,0.493,1.745e7,5.75,25.967,0.05,0.086,0.021
5.527,1071.278,1071.278,164.653,164.75,-17.708,17.723,32.889,0.005,32.889,89.991,5.656,0.735,28.61,-80.6,0.08,-1.316e-5,-2.17,0.008,87.391,89.979,2331.4,291.4,0.386,8.314e-4,9.789,131.092,99.294,5.53,0,0,18.518,0.475,0.353,0.022,0.1,0.475,0.021,0.117,-4.273e-4,0,0,0,0,-2.031e-4,2.076,90,8.037,891.164,0.001,336.169,0.49,1.735e7,5.75,25.967,0.05,0.086,0.021
5.577,1079.489,1079.489,163.77,163.866,-17.607,17.636,33.17,0.005,33.17,89.991,5.609,1.006,28.61,-80.6,0.144,-1.086e-5,0.959,0.004,87.425,89.983,2331.4,291.4,0.386,8.314e-4,9.789,130.971,99.294,5.509,0,0,18.311,0.476,0.354,0.022,0.1,0.476,0.038,0.211,-2.938e-4,0,0,0,0,4.008e-5,2.168,90,7.983,890.29,0.001,336.137,0.488,1.724e7,5.75,25.967,0.05,0.087,0.021
5.627,1087.655,1087.655,162.891,162.987,-17.541,17.548,33.45,0.005,33.45,89.991,5.568,0.502,28.61,-80.6,0.027,-1.053e-5,3.324,0.032,87.306,89.989,2331.4,291.4,0.386,8.314e-4,9.789,131.176,99.294,5.545,0,0,18.104,0.476,0.354,0.022,0.1,0.476,0.007,0.039,1.814e-5,0,0,0,0,4.869e-4,2.173,90,7.93,889.422,0.001,336.105,0.485,1.714e7,5.75,25.967,0.05,0.087,0.021
5.677,1095.778,1095.778,162.016,162.111,-17.478,17.478,33.728,0.005,33.728,89.991,5.559,0.014,28.61,-80.6,0.09,-9.368e-6,-2.178,0.007,87.159,89.99,2331.4,291.4,0.386,8.314e-4,9.789,131.056,99.294,5.524,0,0,17.901,0.476,0.354,0.022,0.1,0.476,0.024,0.133,-3.747e-4,0,0,0,0,-2.113e-4,2.225,90,7.877,888.558,0.001,336.073,0.483,1.704e7,5.75,25.967,0.05,0.088,0.021
5.727,1103.857,1103.857,161.144,161.24,-17.396,17.397,34.006,0.006,34.006,89.991,5.56,0.078,28.61,-80.6,0.114,-7.887e-6,0.18,0.003,87.108,89.988,2331.4,291.4,0.386,8.314e-4,9.789,131.008,99.294,5.516,0,0,17.7,0.476,0.355,0.021,0.1,0.476,0.03,0.167,-1.174e-4,0,0,0,0,1.463e-6,2.26,90,7.825,887.698,0.001,336.041,0.48,1.694e7,5.75,25.967,0.05,0.088,0.021
5.777,1111.893,1111.893,160.277,160.373,-17.299,17.3,34.284,0.006,34.284,89.991,5.559,0.14,28.61,-80.6,0.06,-6.956e-6,2.291,3.728e-5,87.175,89.985,2331.4,291.4,0.386,8.314e-4,9.789,131.1,99.294,5.531,0,0,17.5,0.476,0.355,0.021,0.099,0.476,0.016,0.088,-4.867e-4,0,0,0,0,2.389e-4,2.181,90,7.773,886.844,0.001,336.009,0.478,1.683e7,5.75,25.967,0.05,0.089,0.021
5.827,1119.885,1119.885,159.414,159.511,-17.193,17.203,34.561,0.006,34.561,89.99,5.542,0.575,28.61,-80.6,0.05,-6.248e-6,-2.448,-7.755e-4,87.304,89.986,2331.4,291.4,0.386,8.314e-4,9.789,131.113,99.294,5.534,0,0,17.303,0.476,0.356,0.021,0.099,0.476,0.013,0.073,-1.012e-4,0,0,0,0,-2.757e-4,2.105,90,7.721,885.993,0.001,335.978,0.475,1.673e7,5.75,25.967,0.05,0.089,0.02
5.877,1127.834,1127.834,158.557,158.653,-17.095,17.119,34.838,0.006,34.838,89.99,5.504,0.919,28.61,-80.6,0.138,-6.666e-6,-0.32,0.001,87.38,89.989,2331.4,291.4,0.386,8.314e-4,9.789,130.949,99.294,5.505,0,0,17.11,0.476,0.356,0.021,0.099,0.476,0.037,0.201,-4.68e-4,0,0,0,0,-4.776e-6,2.134,90,7.669,885.148,0.001,335.946,0.473,1.663e7,5.75,25.967,0.05,0.09,0.02
5.927,1135.741,1135.741,157.704,157.799,-17.019,17.036,35.112,0.006,35.112,89.99,5.46,0.756,28.61,-80.6,0.098,-5.238e-6,2.625,0.003,87.317,89.989,2331.4,291.4,0.386,8.314e-4,9.789,131.015,99.294,5.517,0,0,16.918,0.476,0.357,0.021,0.099,0.476,0.026,0.143,-1.119e-4,0,0,0,0,3.24e-4,2.201,90,7.618,884.307,0.001,335.915,0.47,1.653e7,5.75,25.967,0.05,0.091,0.02
5.977,1143.605,1143.605,156.855,156.949,-16.967,16.968,35.384,0.006,35.384,89.99,5.436,0.134,28.61,-80.6,0.061,-5.452e-6,-3.171,0.004,87.158,89.986,2331.4,291.4,0.386,8.314e-4,9.789,131.078,99.294,5.528,0,0,16.727,0.476,0.357,0.021,0.098,0.476,0.016,0.089,2.173e-4,0,0,0,0,-4.78e-4,2.183,90,7.567,883.47,0.001,335.884,0.468,1.643e7,5.75,25.967,0.05,0.091,0.02
6.027,1151.426,1151.426,156.008,156.103,-16.912,16.915,35.656,0.006,35.656,89.99,5.443,0.342,28.61,-80.6,0.184,-5.677e-6,-0.354,9.627e-4,87.061,89.984,2331.4,291.4,0.386,8.314e-4,9.789,130.852,99.294,5.488,0,0,16.54,0.477,0.357,0.021,0.098,0.477,0.049,0.269,1.254e-5,0,0,0,0,-6.024e-6,2.065,90,7.516,882.638,0.001,335.853,0.465,1.634e7,5.75,25.967,0.05,0.092,0.02
6.077,1159.205,1159.205,155.164,155.26,-16.818,16.819,35.928,0.006,35.928,89.99,5.458,0.111,28.61,-80.6,0.123,-5.846e-6,3.351,-0.003,87.143,89.985,2331.4,291.4,0.386,8.314e-4,9.789,130.955,99.294,5.506,0,0,16.352,0.477,0.358,0.021,0.098,0.477,0.033,0.179,1.562e-4,0,0,0,0,5.453e-4,1.952,90,7.465,881.811,0.001,335.823,0.463,1.624e7,5.75,25.967,0.05,0.092,0.02
6.127,1166.943,1166.943,154.326,154.422,-16.705,16.715,36.201,0.006,36.201,89.99,5.446,0.584,28.61,-80.6,0.063,-5.723e-6,-4.005,-0.007,87.342,89.987,2331.4,291.4,0.386,8.314e-4,9.789,131.058,99.294,5.524,0,0,16.168,0.477,0.358,0.021,0.098,0.477,0.017,0.093,5.961e-7,0,0,0,0,-7.873e-4,1.889,90,7.415,880.988,0.001,335.792,0.46,1.614e7,5.75,25.967,0.05,0.092,0.02
6.177,1174.638,1174.638,153.494,153.589,-16.609,16.641,36.472,0.006,36.472,89.99,5.404,1.038,28.61,-80.6,0.188,-7.458e-6,-1.151,-0.002,87.48,89.986,2331.4,291.4,0.386,8.314e-4,9.789,130.829,99.294,5.484,0,0,15.987,0.477,0.359,0.021,0.098,0.477,0.05,0.274,-1.149e-4,0,0,0,0,-6.581e-5,1.856,90,7.365,880.169,0.001,335.762,0.458,1.604e7,5.75,25.967,0.05,0.093,0.02
6.227,1182.292,1182.292,152.665,152.759,-16.542,16.56,36.741,0.007,36.741,89.99,5.355,0.771,28.61,-80.6,0.119,-8.546e-6,2.442,-8.375e-4,87.441,89.984,2331.4,291.4,0.386,8.314e-4,9.789,130.947,99.294,5.505,0,0,15.806,0.477,0.359,0.021,0.097,0.477,0.032,0.174,-1.556e-4,0,0,0,0,2.993e-4,1.788,90,7.315,879.355,0.001,335.732,0.455,1.595e7,5.75,25.967,0.05,0.093,0.02
6.277,1189.905,1189.905,151.839,151.933,-16.494,16.494,37.008,0.007,37.008,89.99,5.333,0.152,28.61,-80.6,0.05,-8.093e-6,-3.038,-0.001,87.29,89.982,2331.4,291.4,0.386,8.314e-4,9.789,131.068,99.294,5.526,0,0,15.628,0.477,0.359,0.021,0.097,0.477,0.013,0.073,-4.883e-4,0,0,0,0,-4.68e-4,1.722,90,7.266,878.545,0.001,335.702,0.453,1.585e7,5.75,25.967,0.05,0.094,0.019
6.327,1197.476,1197.476,151.016,151.11,-16.436,16.437,37.275,0.007,37.275,89.99,5.336,0.198,28.61,-80.6,0.148,-8.654e-6,-0.847,-0.002,87.186,89.98,2331.4,291.4,0.386,8.314e-4,9.788,130.887,99.294,5.494,0,0,15.453,0.477,0.36,0.02,0.097,0.477,0.039,0.215,4.705e-4,0,0,0,0,-3.681e-5,1.697,90,7.216,877.74,0.001,335.672,0.45,1.575e7,5.75,25.967,0.05,0.094,0.019
6.377,1205.006,1205.006,150.196,150.291,-16.356,16.356,37.542,0.007,37.542,89.99,5.344,0.085,28.61,-80.6,0.116,-7.413e-6,1.959,-0.007,87.217,89.983,2331.4,291.4,0.386,8.314e-4,9.788,130.938,99.294,5.503,0,0,15.279,0.478,0.36,0.02,0.097,0.478,0.031,0.17,-4.406e-4,0,0,0,0,1.99e-4,1.65,90,7.167,876.939,0.001,335.642,0.448,1.566e7,5.75,25.967,0.05,0.094,0.019
6.427,1212.496,1212.496,149.38,149.476,-16.262,16.265,37.809,0.007,37.809,89.989,5.339,0.306,28.61,-80.6,0.004,-7.151e-6,3.128,-0.213,87.354,89.988,2331.4,291.4,0.386,8.314e-4,9.788,131.137,99.294,5.538,0,0,15.106,0.478,0.361,0.02,0.097,0.478,9.287e-4,0.005,-1.171e-4,0,0,0,0,5.128e-4,1.556,90,7.119,876.142,0.001,335.613,0.446,1.556e7,5.75,25.967,0.05,0.095,0.019
6.477,1219.944,1219.944,148.57,148.664,-16.17,16.188,38.076,0.007,38.076,89.989,5.313,0.763,28.61,-80.6,0.131,-7.867e-6,-1.994,-0.007,87.492,89.987,2331.4,291.4,0.386,8.314e-4,9.788,130.903,99.294,5.497,0,0,14.937,0.478,0.361,0.02,0.097,0.478,0.035,0.19,-4.663e-4,0,0,0,0,-2.107e-4,1.534,90,7.07,875.35,0.001,335.584,0.443,1.547e7,5.75,25.967,0.05,0.096,0.019
6.527,1227.353,1227.353,147.763,147.857,-16.09,16.119,38.34,0.007,38.34,89.989,5.268,0.954,28.61,-80.6,0.188,-7.775e-6,1.253,-0.006,87.514,89.981,2331.4,291.4,0.386,8.314e-4,9.788,130.795,99.294,5.478,0,0,14.772,0.478,0.362,0.02,0.096,0.478,0.05,0.274,2.786e-4,0,0,0,0,8.408e-5,1.633,90,7.022,874.562,0.001,335.554,0.441,1.538e7,5.75,25.967,0.05,0.096,0.019
6.577,1234.721,1234.721,146.96,147.053,-16.035,16.045,38.602,0.007,38.602,89.989,5.228,0.565,28.61,-80.6,0.075,-8.435e-6,4.058,-0.022,87.372,89.975,2331.4,291.4,0.386,8.314e-4,9.788,130.994,99.294,5.513,0,0,14.605,0.478,0.362,0.02,0.096,0.478,0.02,0.108,-2.874e-4,0,0,0,0,8.917e-4,1.711,90,6.974,873.778,0.001,335.525,0.438,1.529e7,5.75,25.967,0.05,0.096,0.019
6.627,1242.049,1242.049,146.159,146.252,-15.995,15.996,38.863,0.007,38.863,89.989,5.216,0.071,28.61,-80.6,0.116,-8.227e-6,-3.634,-0.012,87.165,89.975,2331.4,291.4,0.386,8.314e-4,9.788,130.916,99.294,5.499,0,0,14.442,0.478,0.362,0.02,0.096,0.478,0.031,0.169,-3.637e-4,0,0,0,0,-7.227e-4,1.725,90,6.927,872.999,0.001,335.496,0.436,1.519e7,5.75,25.967,0.05,0.097,0.019
6.677,1249.337,1249.337,145.361,145.455,-15.94,15.943,39.124,0.007,39.124,89.989,5.228,0.322,28.61,-80.6,0.193,-8.927e-6,-0.451,-0.009,87.059,89.98,2331.4,291.4,0.386,8.314e-4,9.788,130.773,99.294,5.475,0,0,14.281,0.479,0.363,0.02,0.096,0.479,0.051,0.28,-3.419e-4,0,0,0,0,-1.127e-5,1.749,90,6.879,872.223,0.001,335.468,0.434,1.51e7,5.75,25.967,0.05,0.097,0.019
6.727,1256.585,1256.585,144.566,144.661,-15.857,15.858,39.386,0.008,39.386,89.989,5.239,0.073,28.61,-80.6,0.119,-7.571e-6,2.501,-0.014,87.116,89.988,2331.4,291.4,0.386,8.314e-4,9.788,130.902,99.294,5.497,0,0,14.119,0.479,0.363,0.02,0.096,0.479,0.031,0.172,2.773e-4,0,0,0,0,3.499e-4,1.744,90,6.832,871.452,0.001,335.439,0.431,1.501e7,5.75,25.967,0.05,0.098,0.019
6.777,1263.793,1263.793,143.775,143.87,-15.764,15.77,39.648,0.008,39.648,89.989,5.23,0.428,28.61,-80.6,0.038,-7.678e-6,-3.3,-0.047,87.273,89.994,2331.4,291.4,0.386,8.314e-4,9.788,131.044,99.294,5.522,0,0,13.96,0.479,0.364,0.02,0.096,0.479,0.01,0.056,-4.87e-5,0,0,0,0,-6.16e-4,1.714,90,6.785,870.686,0.001,335.411,0.429,1.492e7,5.75,25.967,0.05,0.098,0.018
6.827,1270.962,1270.962,142.989,143.084,-15.679,15.701,39.909,0.008,39.909,89.989,5.198,0.834,28.61,-80.6,0.167,-7.401e-6,-1.333,-0.007,87.397,89.993,2331.4,291.4,0.386,8.314e-4,9.788,130.806,99.294,5.48,0,0,13.804,0.479,0.364,0.02,0.095,0.479,0.044,0.243,-1.005e-4,0,0,0,0,-1.016e-4,1.721,90,6.739,869.923,0.001,335.383,0.427,1.483e7,5.75,25.967,0.05,0.098,0.018
6.877,1278.092,1278.092,142.207,142.3,-15.612,15.634,40.168,0.008,40.168,89.989,5.155,0.829,28.61,-80.6,0.168,-6.354e-6,1.827,-0.006,87.384,89.986,2331.4,291.4,0.386,8.314e-4,9.788,130.799,99.294,5.479,0,0,13.649,0.479,0.365,0.02,0.095,0.479,0.045,0.244,-3.497e-4,0,0,0,0,1.93e-4,1.762,90,6.692,869.165,0.001,335.354,0.425,1.474e7,5.75,25.967,0.05,0.099,0.018
6.927,1285.183,1285.183,141.428,141.52,-15.565,15.57,40.424,0.008,40.424,89.989,5.122,0.409,28.61,-80.6,0.035,-5.435e-6,3.764,-0.034,87.234,89.978,2331.4,291.4,0.386,8.314e-4,9.788,131.036,99.294,5.52,0,0,13.495,0.479,0.365,0.02,0.095,0.479,0.009,0.051,-4.168e-4,0,0,0,0,8.283e-4,1.797,90,6.646,868.41,0.001,335.327,0.422,1.465e7,5.75,25.967,0.05,0.099,0.018
6.977,1292.235,1292.235,140.65,140.743,-15.529,15.53,40.68,0.008,40.68,89.989,5.116,0.162,28.61,-80.6,0.15,-6.193e-6,-2.814,-0.007,87.057,89.975,2331.4,291.4,0.386,8.314e-4,9.788,130.823,99.294,5.483,0,0,13.343,0.48,0.365,0.019,0.095,0.48,0.04,0.219,-3.002e-5,0,0,0,0,-4.679e-4,1.744,90,6.6,867.66,0.001,335.299,0.42,1.456e7,5.75,25.967,0.05,0.1,0.018
7.027,1299.248,1299.248,139.875,139.969,-15.469,15.471,40.936,0.008,40.936,89.988,5.13,0.238,28.61,-80.6,0.177,-6.255e-6,0.509,-0.008,86.999,89.98,2331.4,291.4,0.386,8.314e-4,9.788,130.771,99.294,5.474,0,0,13.194,0.48,0.366,0.019,0.095,0.48,0.047,0.257,2.706e-4,0,0,0,0,1.55e-5,1.768,90,6.555,866.914,0.001,335.271,0.418,1.447e7,5.75,25.967,0.05,0.1,0.018
7.077,1306.223,1306.223,139.104,139.198,-15.382,15.383,41.193,0.008,41.193,89.988,5.132,0.195,28.61,-80.6,0.035,-7.048e-6,2.337,-0.032,87.08,89.988,2331.4,291.4,0.386,8.314e-4,9.788,131.023,99.294,5.518,0,0,13.045,0.48,0.366,0.019,0.095,0.48,0.009,0.051,-3.15e-4,0,0,0,0,3.299e-4,1.878,90,6.51,866.172,0.001,335.244,0.415,1.439e7,5.75,25.967,0.05,0.1,0.018
