# Simulation 10 (Up to date)
# 597 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (26.5 m/s):  "Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90,0,0,0,90,0,2556,516,0.452,8.719e-4,9.792,NaN,104.256,NaN,0,0,0,0.915,0.822,0.014,0.08,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.955,90,15,1013.25,0.001,340.389,0.006,2.239e5,5.75,25.967,0.01,0.002,0
0.01,1.049e-4,1.049e-4,0.048,0.048,16.089,16.089,-5.167e-7,0,5.167e-7,270,1.292e-4,0.016,28.61,-80.6,88.6,0,0,0,90,0,2555.768,515.768,0.452,8.718e-4,9.792,NaN,104.252,NaN,66.146,2.643,2.013e-7,0.915,0.821,0.014,0.08,3.309e-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.955,90,15,1013.25,0.001,340.389,0.006,2.24e5,5.75,25.967,0.006,0.003,6.12e-6
0.016,7.745e-4,7.745e-4,0.191,0.191,31.62,31.62,-1.572e-6,0,1.572e-6,270,2.226e-4,0.016,28.61,-80.6,84.424,0,0,0,90,0,2555.629,515.629,0.452,8.718e-4,9.792,NaN,104.249,NaN,105.834,4.229,1.226e-5,0.914,0.821,0.014,0.08,0.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.956,90,15,1013.25,0.001,340.389,0.006,2.25e5,5.75,25.967,0.009,0.004,2.445e-5
0.025,0.004,0.004,0.607,0.607,60.884,60.884,-4.22e-6,0,4.22e-6,270,3.678e-4,0.017,28.61,-80.6,72.755,0,0,0,90,0,2554.999,514.999,0.451,8.717e-4,9.792,NaN,104.237,NaN,180.579,7.218,3.409e-4,0.906,0.813,0.014,0.08,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.956,90,15,1013.25,0.001,340.389,0.006,2.346e5,5.75,25.967,0.004,0.004,7.774e-5
0.029,0.007,0.007,0.877,0.877,73.895,73.895,-5.83e-6,0,5.83e-6,270,4.383e-4,0.018,28.61,-80.6,65.859,0,0,0,90,0,2554.719,514.719,0.451,8.717e-4,9.792,NaN,104.232,NaN,213.799,8.546,9.275e-4,0.897,0.804,0.014,0.08,0.127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.957,90,15,1013.249,0.001,340.389,0.006,2.455e5,5.75,25.967,0.007,0.005,1.123e-4
0.036,0.015,0.015,1.442,1.442,87.545,87.545,-9.382e-6,0,9.382e-6,270,5.822e-4,0.023,28.61,-80.6,53.613,0,0,0,90,0,2554.01,514.01,0.451,8.715e-4,9.792,NaN,104.218,NaN,248.603,9.94,0.003,0.875,0.781,0.014,0.08,0.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.957,90,15,1013.248,0.001,340.389,0.007,2.784e5,5.75,25.967,0.003,0.005,1.846e-4
0.039,0.019,0.019,1.679,1.679,96.317,96.317,-1.091e-5,0,1.091e-5,270,6.434e-4,0.026,28.61,-80.6,49.358,0,0,0,90,0,2553.723,513.723,0.451,8.715e-4,9.792,NaN,104.213,NaN,270.978,10.836,0.005,0.864,0.771,0.014,0.08,0.452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.957,90,15,1013.248,0.001,340.389,0.008,2.953e5,5.75,25.967,0.004,0.005,2.15e-4
# Event LIFTOFF occurred at t=0.042 seconds
0.042,0.026,0.026,2.039,2.039,95.29,95.29,-1.352e-5,0,1.352e-5,270,8.047e-4,0,28.61,-80.6,43.823,0,0,0,90,0,2553.293,513.293,0.451,8.714e-4,9.792,NaN,104.205,NaN,268.314,10.732,0.007,0.848,0.755,0.014,0.08,0.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.957,90,15,1013.247,0.001,340.389,0.008,3.236e5,5.75,25.967,0.006,0.006,2.61e-4
0.048,0.039,0.039,2.57,2.57,93.75,93.75,-1.805e-5,0,1.805e-5,270,8.047e-4,0,28.61,-80.6,37.284,0,0,0,90,0,2552.647,512.647,0.451,8.713e-4,9.792,NaN,104.193,NaN,264.319,10.574,0.012,0.826,0.733,0.014,0.08,0.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.958,90,15,1013.245,0.001,340.389,0.009,3.7e5,5.75,25.967,0.008,0.006,3.291e-4
0.056,0.064,0.064,3.352,3.352,91.437,91.437,-2.484e-5,0,2.484e-5,270,8.047e-4,0,28.61,-80.6,30.206,0,0,0,90,0,2551.678,511.678,0.451,8.711e-4,9.792,NaN,104.174,NaN,258.326,10.339,0.021,0.798,0.705,0.014,0.08,0.879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.952,90,15,1013.242,0.001,340.389,0.011,4.442e5,5.75,25.967,0.009,0.006,4.291e-4
0.065,0.097,0.097,4.136,4.136,89.054,89.054,-3.183e-5,0,3.183e-5,270,8.047e-4,0,28.61,-80.6,25.166,0,0,0,90,0,2550.68,510.68,0.45,8.709e-4,9.792,NaN,104.155,NaN,252.155,10.096,0.031,0.773,0.68,0.014,0.08,0.941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.944,90,14.999,1013.239,0.001,340.389,0.013,5.233e5,5.75,25.967,0.01,0.007,5.295e-4
0.075,0.142,0.142,5.038,5.038,91.491,91.491,-3.987e-5,0,3.987e-5,270,8.047e-4,0,28.61,-80.6,20.997,0,0,0,90,0,2549.518,509.518,0.45,8.707e-4,9.792,NaN,104.133,NaN,258.267,10.345,0.044,0.75,0.657,0.014,0.08,0.959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.935,90,14.999,1013.233,0.001,340.388,0.016,6.181e5,5.75,25.967,0.01,0.007,6.451e-4
0.085,0.197,0.197,5.966,5.966,93.929,93.929,-4.792e-5,0,4.792e-5,270,8.047e-4,0,28.61,-80.6,17.879,0,0,0,90,0,2548.356,508.356,0.45,8.705e-4,9.792,NaN,104.111,NaN,264.378,10.595,0.059,0.73,0.637,0.014,0.08,0.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.925,90,14.999,1013.227,0.001,340.388,0.018,7.179e5,5.75,25.967,0.01,0.007,7.638e-4
0.095,0.262,0.262,6.917,6.917,96.37,96.37,-5.597e-5,0,5.597e-5,270,8.047e-4,0,28.61,-80.6,15.475,0,0,0,90,0,2547.193,507.193,0.45,8.703e-4,9.792,NaN,104.089,NaN,270.49,10.845,0.076,0.713,0.62,0.014,0.08,0.922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.916,90,14.998,1013.219,0.001,340.388,0.021,8.22e5,5.75,25.967,0.01,0.008,8.856e-4
0.105,0.336,0.336,7.893,7.893,98.812,98.812,-6.402e-5,0,6.402e-5,270,8.047e-4,0,28.61,-80.6,13.636,0,0,0,90,0,2546.031,506.031,0.449,8.701e-4,9.792,NaN,104.067,NaN,276.602,11.095,0.093,0.698,0.604,0.014,0.08,0.886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.916,90,14.998,1013.211,0.001,340.388,0.024,9.302e5,5.75,25.967,0.003,0.008,0.001
0.108,0.36,0.36,8.19,8.19,99.545,99.545,-6.643e-5,0,6.643e-5,270,8.047e-4,0,28.61,-80.6,13.176,0,0,0,90,0,2545.682,505.682,0.449,8.7e-4,9.792,NaN,104.061,NaN,278.435,11.17,0.098,0.693,0.6,0.014,0.08,0.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.918,90,14.998,1013.208,0.001,340.387,0.025,9.634e5,5.75,25.967,0.005,0.008,0.001
0.113,0.398,0.398,8.64,8.64,100.107,100.107,-7.005e-5,0,7.005e-5,270,8.047e-4,0,28.61,-80.6,12.538,0,0,0,90,0,2545.114,505.114,0.449,8.699e-4,9.792,NaN,104.05,NaN,279.812,11.227,0.107,0.687,0.594,0.014,0.08,0.858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.922,90,14.997,1013.203,0.001,340.387,0.026,1.014e6,5.75,25.967,0.007,0.008,0.001
0.119,0.458,0.458,9.318,9.318,100.95,100.95,-7.548e-5,0,7.548e-5,270,8.047e-4,0,28.61,-80.6,11.686,0,0,0,90,0,2544.261,504.261,0.449,8.698e-4,9.792,NaN,104.034,NaN,281.877,11.314,0.12,0.679,0.586,0.014,0.08,0.835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.928,90,14.997,1013.196,0.001,340.387,0.028,1.09e6,5.75,25.967,0.01,0.009,0.001
0.129,0.557,0.557,10.334,10.334,102.2,102.2,-8.353e-5,0,8.353e-5,270,8.047e-4,0,28.61,-80.6,10.612,0,0,0,90,0,2542.998,502.998,0.449,8.695e-4,9.792,NaN,104.01,NaN,284.937,11.443,0.141,0.668,0.574,0.014,0.08,0.804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.937,90,14.996,1013.185,0.001,340.387,0.031,1.204e6,5.75,25.967,0.01,0.009,0.001
0.139,0.661,0.661,11.329,11.329,103.41,103.41,-9.132e-5,0,9.132e-5,270,8.047e-4,0,28.61,-80.6,9.74,0,0,0,90,0,2541.775,501.775,0.448,8.693e-4,9.792,NaN,103.986,NaN,287.898,11.567,0.163,0.658,0.564,0.014,0.08,0.778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.945,90,14.996,1013.172,0.001,340.386,0.034,1.316e6,5.75,25.967,0.009,0.009,0.001
0.148,0.766,0.766,12.246,12.246,104.514,104.514,-9.842e-5,0,9.842e-5,270,8.047e-4,0,28.61,-80.6,9.058,0,0,0,90,0,2540.66,500.66,0.448,8.691e-4,9.792,NaN,103.965,NaN,290.599,11.681,0.185,0.65,0.556,0.014,0.08,0.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.953,90,14.995,1013.16,0.001,340.386,0.036,1.42e6,5.75,25.967,0.008,0.01,0.002
0.156,0.869,0.869,13.104,13.104,105.536,105.536,-1.05e-4,0,1.05e-4,270,8.047e-4,0,28.61,-80.6,8.506,0,0,0,90,0,2539.628,499.628,0.448,8.689e-4,9.792,NaN,103.945,NaN,293.098,11.786,0.206,0.643,0.549,0.014,0.08,0.739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.961,90,14.994,1013.148,0.001,340.385,0.039,1.517e6,5.75,25.967,0.008,0.01,0.002
0.164,0.972,0.972,13.913,13.913,106.492,106.492,-1.111e-4,0,1.111e-4,270,8.047e-4,0,28.61,-80.6,8.047,0,0,0,90,0,2538.664,498.664,0.447,8.688e-4,9.792,NaN,103.927,NaN,295.433,11.884,0.227,0.637,0.543,0.014,0.08,0.724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.968,90,14.994,1013.136,0.001,340.385,0.041,1.609e6,5.75,25.967,0.009,0.01,0.002
# Event LAUNCHROD occurred at t=0.173 seconds
0.173,1.108,1.108,14.925,14.925,107.675,107.675,-1.187e-4,0,1.187e-4,270,8.047e-4,0.371,28.61,-80.6,7.541,0,0,0,90,0,2537.47,497.47,0.447,8.685e-4,9.792,120.464,103.904,2.88,298.324,12.006,0.255,0.63,0.536,0.014,0.08,0.708,2.601,7.49,4.066e-4,0,0,0,0,0,1.977,90,14.993,1013.12,0.001,340.385,0.044,1.724e6,5.75,25.967,0.014,0.011,0.002
0.187,1.331,1.331,16.457,16.457,108.486,108.486,-1.684e-4,0,1.684e-4,270,0.006,0.397,28.61,-80.6,6.87,0,0.3,-2.693e-6,89.998,89.999,2535.587,495.587,0.447,8.682e-4,9.792,121.151,103.868,3.006,300.203,12.091,0.3,0.62,0.527,0.014,0.08,0.687,2.316,6.962,-2.483e-4,0,0,0,0,3.837e-4,1.99,90,14.991,1013.094,0.001,340.384,0.049,1.898e6,5.75,25.967,0.021,0.011,0.002
0.208,1.705,1.705,18.776,18.776,109.701,109.702,-3.932e-4,0,3.932e-4,270,0.015,0.415,28.61,-80.6,6.022,0,0.818,-9.754e-6,89.986,89.999,2532.761,492.761,0.446,8.677e-4,9.792,122.071,103.814,3.175,303.022,12.218,0.374,0.607,0.514,0.014,0.08,0.66,1.972,6.259,1.628e-4,0,0,0,0,0.002,2,90,14.989,1013.05,0.001,340.382,0.055,2.162e6,5.75,25.967,0.032,0.011,0.002
0.24,2.36,2.36,22.304,22.304,111.524,111.525,-0.001,0,0.001,270,0.028,0.385,28.61,-80.6,4.989,0,1.739,-1.614e-5,89.946,89.999,2528.524,488.524,0.445,8.669e-4,9.792,123.275,103.733,3.399,307.251,12.409,0.501,0.592,0.498,0.014,0.08,0.629,1.574,5.343,3.051e-4,0,0,0,0,0.007,1.996,90,14.985,1012.973,0.001,340.38,0.066,2.564e6,5.75,25.967,0.008,0.012,0.003
0.248,2.535,2.535,23.161,23.161,111.962,111.963,-0.001,0,0.001,270,0.031,0.366,28.61,-80.6,4.78,0,1.986,-2.092e-5,89.932,89.999,2527.504,487.504,0.445,8.667e-4,9.792,123.531,103.713,3.447,308.268,12.455,0.535,0.588,0.495,0.014,0.08,0.622,1.497,5.149,6.539e-5,0,0,0,0,0.009,1.995,90,14.984,1012.953,0.001,340.379,0.068,2.662e6,5.75,25.967,0.012,0.012,0.003
0.26,2.809,2.809,24.452,24.452,112.298,112.299,-0.002,0,0.002,270,0.035,0.339,28.61,-80.6,4.547,0,2.376,-3.319e-5,89.906,89.999,2525.935,485.935,0.444,8.665e-4,9.792,123.821,103.683,3.502,308.979,12.492,0.588,0.584,0.49,0.014,0.08,0.615,1.411,4.932,1.973e-4,0,0,0,0,0.011,2.019,90,14.982,1012.921,0.001,340.378,0.072,2.809e6,5.75,25.967,0.017,0.012,0.003
0.277,3.248,3.248,26.395,26.395,112.801,112.802,-0.002,0,0.002,270,0.04,0.279,28.61,-80.6,4.244,0,3.01,-1.359e-5,89.86,89.999,2523.582,483.582,0.444,8.66e-4,9.792,124.207,103.637,3.577,310.045,12.547,0.673,0.577,0.483,0.014,0.08,0.604,1.303,4.645,-2.879e-6,0,0,0,0,0.015,2.064,90,14.979,1012.869,0.001,340.376,0.078,3.031e6,5.75,25.967,0.026,0.013,0.003
0.303,3.969,3.969,29.327,29.327,113.554,113.554,-0.003,0,0.003,270,0.046,0.135,28.61,-80.6,3.819,0,4.069,-1.732e-5,89.769,89.999,2520.052,480.052,0.443,8.654e-4,9.792,124.765,103.569,3.686,311.645,12.629,0.811,0.568,0.474,0.014,0.08,0.59,1.153,4.229,3.413e-4,0,0,0,0,0.022,2.122,90,14.974,1012.784,0.001,340.373,0.086,3.366e6,5.75,25.967,0.037,0.013,0.004
0.34,5.143,5.143,33.585,33.585,114.633,114.633,-0.005,0,0.005,270,0.044,0.244,28.61,-80.6,3.099,0,5.757,2.174e-6,89.586,90,2514.964,474.964,0.442,8.645e-4,9.792,125.754,103.47,3.875,313.95,12.748,1.029,0.557,0.463,0.014,0.08,0.572,0.91,3.492,-3.316e-4,0,0,0,0,0.034,2.106,90,14.967,1012.647,0.001,340.369,0.099,3.852e6,5.75,25.967,0.05,0.013,0.004
0.39,6.965,6.965,39.311,39.311,114.389,114.393,-0.007,7.268e-9,0.007,270,0.015,0.965,28.61,-80.6,2.43,0,8.216,1.754e-5,89.237,90,2508.118,468.118,0.44,8.632e-4,9.792,126.728,103.337,4.068,312.831,12.738,1.365,0.545,0.45,0.014,0.081,0.554,0.695,2.777,-2.632e-4,0,0,0,0,0.051,2.208,90,14.955,1012.433,0.001,340.361,0.116,4.507e6,5.75,25.967,0.05,0.014,0.005
0.44,9.074,9.074,45.023,45.024,114.117,114.136,-0.006,2.361e-8,0.006,270,0.059,2.067,28.61,-80.6,1.682,0,10.72,-7.505e-6,88.763,90,2501.272,461.272,0.438,8.62e-4,9.792,127.886,103.202,4.293,311.713,12.727,1.742,0.535,0.44,0.014,0.081,0.539,0.467,1.937,2.414e-4,0,0,0,0,0.066,2.237,90,14.941,1012.186,0.001,340.353,0.132,5.16e6,5.75,25.967,0.027,0.014,0.006
0.467,10.331,10.331,48.102,48.103,113.955,113.99,-0.004,3.406e-8,0.004,270.001,0.125,2.814,28.61,-80.6,1.275,0,11.91,-1.895e-4,88.457,90,2497.575,457.575,0.437,8.613e-4,9.792,128.548,103.129,4.421,311.109,12.721,1.964,0.53,0.435,0.014,0.081,0.533,0.348,1.465,-3.805e-4,0,0,0,0,0.072,2.243,90,14.933,1012.038,0.001,340.348,0.142,5.512e6,5.75,25.967,0.041,0.014,0.006
0.508,12.372,12.372,52.7,52.7,113.068,113.142,0.004,7.294e-8,0.004,89.999,0.264,4.096,28.61,-80.6,0.649,0,13.265,-4.201e-4,87.945,90,2492.117,452.117,0.436,8.604e-4,9.792,129.613,103.021,4.625,308.671,12.649,2.32,0.524,0.428,0.014,0.082,0.525,0.172,0.722,-3.7e-4,0,0,0,0,0.074,2.225,90,14.92,1011.799,0.001,340.34,0.155,6.037e6,5.75,25.967,0.05,0.015,0.007
0.558,15.148,15.148,58.325,58.327,111.921,112.077,0.023,2.155e-7,0.023,89.999,0.514,5.918,28.61,-80.6,0.201,0,-13.572,-8.888e-4,87.267,90,2485.38,445.38,0.434,8.591e-4,9.792,130.416,102.888,4.788,305.661,12.559,2.8,0.517,0.421,0.014,0.082,0.517,0.052,0.314,-4.638e-4,0,0,0,0,-0.063,2.066,90,14.902,1011.473,0.001,340.329,0.172,6.679e6,5.75,25.967,0.027,0.015,0.007
0.585,16.794,16.794,61.394,61.398,111.27,111.482,0.04,3.879e-7,0.04,89.999,0.69,6.884,28.61,-80.6,0.526,0,-12.955,-1.192e-4,86.901,89.999,2481.674,441.674,0.433,8.585e-4,9.792,129.844,102.814,4.701,304.006,12.51,3.085,0.514,0.417,0.015,0.082,0.514,0.139,0.706,-2.452e-5,0,0,0,0,-0.052,2.069,90,14.891,1011.28,0.001,340.323,0.181,7.03e6,5.75,25.967,0.041,0.015,0.008
0.626,19.421,19.421,65.958,65.965,110.008,110.314,0.074,8.432e-7,0.074,89.999,1.002,8.218,28.61,-80.6,0.921,0,-11.01,-6.325e-5,86.402,89.999,2476.232,436.232,0.432,8.575e-4,9.792,129.176,102.705,4.604,300.881,12.409,3.535,0.509,0.412,0.015,0.083,0.511,0.248,1.174,-1.534e-4,0,0,0,0,-0.033,2.082,90,14.874,1010.972,0.001,340.312,0.194,7.551e6,5.75,25.967,0.034,0.016,0.008
0.66,21.71,21.71,69.653,69.665,108.967,109.348,0.113,1.467e-6,0.113,89.999,1.295,9.12,28.61,-80.6,1.142,0,-8.529,1.147e-5,86.07,89.999,2471.778,431.778,0.431,8.567e-4,9.792,128.816,102.615,4.557,298.324,12.325,3.921,0.506,0.408,0.015,0.083,0.508,0.31,1.432,-2.017e-4,0,0,0,0,-0.018,2.097,90,14.859,1010.704,0.001,340.303,0.205,7.974e6,5.75,25.967,0.047,0.016,0.009
0.707,25.129,25.129,74.795,74.815,108.291,108.749,0.185,2.856e-6,0.185,89.999,1.75,9.973,28.61,-80.6,1.264,4.354e-7,-3.933,3.94e-4,85.771,89.999,2465.628,425.628,0.429,8.556e-4,9.792,128.628,102.491,4.546,296.659,12.287,4.488,0.502,0.403,0.015,0.084,0.504,0.346,1.575,1.496e-4,0,0,0,0,-0.003,2.124,90,14.837,1010.303,0.001,340.29,0.22,8.562e6,5.75,25.967,0.037,0.017,0.01
0.745,27.984,27.984,78.811,78.839,107.789,108.265,0.257,4.495e-6,0.257,89.999,2.125,10.139,28.61,-80.6,1.194,7.14e-7,0.218,5.371e-4,85.701,89.999,2460.799,420.799,0.428,8.547e-4,9.792,128.756,102.393,4.585,295.352,12.257,4.95,0.499,0.399,0.015,0.084,0.501,0.326,1.492,3.25e-4,0,0,0,0,8.901e-6,2.15,90,14.818,1009.968,0.001,340.279,0.232,9.021e6,5.75,25.967,0.016,0.017,0.01
0.761,29.298,29.298,80.587,80.619,107.576,108.046,0.293,5.41e-6,0.293,89.999,2.292,10.064,28.61,-80.6,1.126,7.088e-7,2.084,8.459e-4,85.72,89.999,2458.656,418.656,0.427,8.543e-4,9.792,128.873,102.349,4.613,294.772,12.244,5.16,0.498,0.398,0.015,0.084,0.499,0.306,1.413,1.362e-4,0,0,0,0,7.812e-4,2.148,90,14.81,1009.814,0.001,340.273,0.237,9.223e6,5.75,25.967,0.025,0.017,0.01
0.786,31.325,31.325,83.241,83.28,107.029,107.472,0.353,7.021e-6,0.353,89.999,2.537,9.751,28.61,-80.6,0.982,7.542e-7,4.793,9.586e-4,85.806,89.998,2455.499,415.499,0.427,8.538e-4,9.792,129.123,102.285,4.667,293.32,12.199,5.481,0.496,0.396,0.015,0.085,0.497,0.266,1.236,4.917e-4,0,0,0,0,0.004,2.135,90,14.796,1009.576,0.001,340.266,0.245,9.526e6,5.75,25.967,0.037,0.018,0.011
0.823,34.487,34.487,87.198,87.246,106.231,106.599,0.454,1.004e-5,0.454,89.999,2.884,8.85,28.61,-80.6,0.645,9.073e-7,8.236,1.116e-4,86.051,89.998,2450.765,410.765,0.425,8.529e-4,9.792,129.709,102.188,4.786,291.141,12.132,5.974,0.493,0.392,0.016,0.085,0.494,0.172,0.814,3.68e-4,0,0,0,0,0.01,2.15,90,14.776,1009.205,0.001,340.253,0.257,9.978e6,5.75,25.967,0.05,0.018,0.011
0.873,38.98,38.98,92.483,92.541,105.165,105.405,0.608,1.519e-5,0.608,89.999,3.284,7.103,28.61,-80.6,0.102,3.484e-7,10.492,1.802e-4,86.532,89.999,2444.385,404.385,0.424,8.517e-4,9.792,130.691,102.057,4.98,288.206,12.041,6.668,0.49,0.388,0.016,0.086,0.49,0.027,0.117,1.225e-4,0,0,0,0,0.015,2.156,90,14.747,1008.678,0.001,340.235,0.272,1.058e7,5.75,25.967,0.009,0.018,0.012
0.882,39.83,39.83,93.445,93.504,104.967,105.184,0.639,1.623e-5,0.639,89.999,3.347,6.758,28.61,-80.6,0.006,3.486e-7,10.546,-8.197e-4,86.628,89.999,2443.218,403.218,0.423,8.515e-4,9.792,130.868,102.033,5.015,287.669,12.024,6.8,0.49,0.388,0.016,0.086,0.49,0.002,-0.007,4.816e-4,0,0,0,0,0.015,2.148,90,14.741,1008.579,0.001,340.232,0.275,1.069e7,5.75,25.967,0.014,0.019,0.012
0.896,41.122,41.122,94.882,94.944,104.539,104.725,0.685,1.786e-5,0.685,89.999,3.436,6.231,28.61,-80.6,0.133,3.491e-7,-10.398,-9.325e-5,86.772,89.999,2441.516,401.516,0.423,8.512e-4,9.792,130.642,101.998,4.982,286.557,11.986,6.999,0.489,0.387,0.016,0.086,0.489,0.035,0.187,-2.153e-4,0,0,0,0,-0.014,2.135,90,14.733,1008.427,0.001,340.227,0.279,1.085e7,5.75,25.967,0.021,0.019,0.012
0.916,43.098,43.098,97.028,97.093,103.892,104.033,0.757,2.043e-5,0.757,89.998,3.556,5.415,28.61,-80.6,0.353,3.561e-7,-9.625,-5.231e-5,86.98,89.999,2438.963,398.963,0.422,8.508e-4,9.792,130.256,101.945,4.924,284.89,11.929,7.304,0.488,0.385,0.016,0.087,0.488,0.093,0.469,3.182e-4,0,0,0,0,-0.011,2.162,90,14.72,1008.195,0.001,340.219,0.286,1.11e7,5.75,25.967,0.031,0.02,0.012
0.947,46.143,46.143,100.221,100.289,102.902,102.993,0.87,2.448e-5,0.87,89.998,3.706,4.315,28.61,-80.6,0.627,2.973e-7,-7.177,-3.411e-4,87.243,90,2435.133,395.133,0.421,8.501e-4,9.792,129.787,101.866,4.856,282.389,11.843,7.773,0.486,0.383,0.016,0.087,0.487,0.168,0.82,-1.814e-4,0,0,0,0,-0.006,2.221,90,14.7,1007.838,0.001,340.207,0.295,1.146e7,5.75,25.967,0.039,0.02,0.013
0.986,50.139,50.139,104.217,104.289,101.606,101.669,1.017,2.986e-5,1.017,89.998,3.858,3.566,28.61,-80.6,0.738,0,-2.537,-0.001,87.436,90,2430.286,390.286,0.42,8.492e-4,9.792,129.612,101.765,4.843,279.223,11.733,8.374,0.485,0.38,0.017,0.088,0.485,0.198,0.961,4.798e-4,0,0,0,0,-6.923e-4,2.155,90,14.674,1007.37,0.001,340.191,0.307,1.191e7,5.75,25.967,0.01,0.021,0.013
0.996,51.157,51.157,105.204,105.276,101.278,101.338,1.055,3.124e-5,1.055,89.998,3.892,3.496,28.61,-80.6,0.734,0,-1.262,-0.001,87.455,89.999,2429.08,389.08,0.42,8.49e-4,9.792,129.623,101.74,4.849,278.435,11.706,8.524,0.484,0.38,0.017,0.088,0.485,0.197,0.957,4.416e-5,0,0,0,0,-1.68e-4,2.136,90,14.667,1007.25,0.001,340.187,0.31,1.202e7,5.75,25.967,0.015,0.021,0.013
1.011,52.702,52.702,106.679,106.752,100.949,101.009,1.112,3.337e-5,1.112,89.998,3.943,3.466,28.61,-80.6,0.717,0,0.673,-0.002,87.459,89.999,2427.319,387.319,0.419,8.487e-4,9.792,129.657,101.703,4.862,277.668,11.682,8.752,0.484,0.379,0.017,0.088,0.484,0.193,0.937,-1.892e-4,0,0,0,0,4.643e-5,2.131,90,14.657,1007.069,0.001,340.181,0.314,1.219e7,5.75,25.967,0.022,0.022,0.014
1.032,55.061,55.061,108.882,108.956,100.447,100.512,1.199,3.671e-5,1.199,89.998,4.02,3.618,28.61,-80.6,0.649,0,3.526,-0.003,87.413,89.998,2424.677,384.677,0.419,8.482e-4,9.792,129.784,101.648,4.893,276.516,11.646,9.095,0.483,0.377,0.017,0.088,0.483,0.174,0.849,-3.571e-4,0,0,0,0,0.001,2.137,90,14.642,1006.792,0.001,340.172,0.321,1.244e7,5.75,25.967,0.032,0.022,0.014
1.064,58.573,58.573,112.064,112.14,99.696,99.786,1.329,4.203e-5,1.329,89.998,4.144,4.246,28.61,-80.6,0.463,0,7.086,-0.005,87.241,89.996,2420.838,380.838,0.417,8.475e-4,9.792,130.12,101.567,4.966,274.844,11.594,9.601,0.481,0.375,0.017,0.089,0.482,0.123,0.607,3.052e-4,0,0,0,0,0.005,2.165,90,14.619,1006.38,0.001,340.158,0.33,1.28e7,5.75,25.967,0.04,0.023,0.014
1.104,63.105,63.105,116.006,116.087,98.716,98.872,1.497,5.003e-5,1.497,89.998,4.337,5.547,28.61,-80.6,0.136,0,9.666,-0.015,86.9,89.994,2416.04,376.04,0.416,8.466e-4,9.792,130.72,101.466,5.088,272.753,11.529,10.249,0.48,0.373,0.017,0.09,0.48,0.036,0.173,-2.846e-4,0,0,0,0,0.008,2.222,90,14.59,1005.849,0.001,340.14,0.342,1.324e7,5.75,25.967,0.05,0.023,0.015
