# Simulation 2 (Up to date)
# 484 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (25.8 m/s):  "Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
11.619,818.369,818.369,12.93,13.233,-9.825,9.827,37.802,0.014,37.802,89.979,2.814,0.189,28.61,-80.6,4.408,8.659e-6,9.717,-0.006,74.08,89.966,2223.7,183.7,0.369,8.119e-4,9.79,123.988,97.438,4.617,0,0,0.189,0.645,0.552,0.014,0.08,0.677,1.361,5.702,7.285e-5,0,0,0,0,0.582,1.976,90,9.681,919.038,0.001,337.165,0.041,1.481e6,5.75,25.967,0.05,0.195,0.002
11.669,819.004,819.004,12.439,12.751,-9.816,9.818,37.942,0.014,37.942,89.979,2.804,0.2,28.61,-80.6,4.921,8.657e-6,10.441,-0.006,73.576,89.966,2223.7,183.7,0.369,8.119e-4,9.79,123.351,97.438,4.507,0,0,0.18,0.649,0.555,0.014,0.08,0.688,1.548,6.261,5.918e-5,0,0,0,0,0.716,2.057,90,9.676,918.968,0.001,337.163,0.04,1.434e6,5.75,25.967,0.05,0.196,0.002
11.719,819.613,819.613,11.949,12.271,-9.811,9.813,38.082,0.014,38.082,89.979,2.794,0.194,28.61,-80.6,5.104,8.659e-6,11.169,-0.005,73.035,89.966,2223.7,183.7,0.369,8.119e-4,9.79,123.13,97.438,4.468,0,0,0.17,0.652,0.559,0.014,0.08,0.695,1.617,6.344,4.234e-4,0,0,0,0,0.88,2.05,90,9.673,918.899,0.001,337.16,0.038,1.385e6,5.75,25.967,0.05,0.196,0.002
11.769,820.198,820.198,11.458,11.792,-9.809,9.811,38.222,0.014,38.222,89.979,2.785,0.177,28.61,-80.6,5.024,8.663e-6,11.809,-0.005,72.461,89.966,2223.7,183.7,0.369,8.119e-4,9.79,123.226,97.438,4.485,0,0,0.158,0.656,0.563,0.014,0.08,0.698,1.587,6.055,2.016e-4,0,0,0,0,1.062,1.976,90,9.669,918.834,0.001,337.158,0.037,1.333e6,5.75,25.967,0.05,0.197,0.002
11.819,820.759,820.759,10.968,11.314,-9.803,9.804,38.361,0.014,38.361,89.979,2.776,0.177,28.61,-80.6,5.381,8.664e-6,12.408,-0.005,71.855,89.966,2223.7,183.7,0.369,8.119e-4,9.79,122.8,97.438,4.411,0,0,0.149,0.66,0.567,0.014,0.08,0.707,1.722,6.334,-3.806e-4,0,0,0,0,1.261,1.999,90,9.665,918.771,0.001,337.156,0.035,1.285e6,5.75,25.967,0.05,0.197,0.001
11.869,821.295,821.295,10.478,10.837,-9.796,9.798,38.499,0.014,38.499,89.978,2.767,0.18,28.61,-80.6,5.856,8.666e-6,13,-0.005,71.22,89.966,2223.7,183.7,0.369,8.119e-4,9.79,122.253,97.438,4.316,0,0,0.14,0.665,0.571,0.014,0.08,0.719,1.906,6.735,2.696e-4,0,0,0,0,1.491,2.038,90,9.662,918.712,0.001,337.154,0.034,1.238e6,5.75,25.967,0.05,0.197,0.001
11.919,821.807,821.807,9.988,10.362,-9.79,9.791,38.637,0.015,38.637,89.978,2.758,0.18,28.61,-80.6,6.286,8.665e-6,13.578,-0.004,70.555,89.966,2223.7,183.7,0.369,8.119e-4,9.79,121.774,97.438,4.232,0,0,0.132,0.669,0.576,0.014,0.08,0.731,2.077,7.034,-1.041e-4,0,0,0,0,1.758,2.055,90,9.658,918.654,0.001,337.152,0.033,1.191e6,5.75,25.967,0.05,0.198,0.001
11.969,822.294,822.294,9.499,9.889,-9.784,9.786,38.775,0.015,38.775,89.978,2.749,0.18,28.61,-80.6,6.744,8.665e-6,14.132,-0.004,69.862,89.967,2223.7,183.7,0.369,8.119e-4,9.79,121.281,97.438,4.147,0,0,0.124,0.673,0.58,0.014,0.08,0.744,2.264,7.323,-2.926e-4,0,0,0,0,2.064,2.066,90,9.655,918.6,0.001,337.15,0.032,1.144e6,5.75,25.967,0.05,0.199,0.001
12.019,822.757,822.757,9.01,9.417,-9.777,9.779,38.912,0.015,38.912,89.978,2.74,0.182,28.61,-80.6,7.336,8.664e-6,14.668,-0.004,69.142,89.967,2223.7,183.7,0.369,8.119e-4,9.79,120.667,97.438,4.04,0,0,0.117,0.678,0.585,0.014,0.08,0.759,2.513,7.739,4.017e-4,0,0,0,0,2.413,2.089,90,9.652,918.548,0.001,337.148,0.03,1.098e6,5.75,25.967,0.05,0.199,0.001
12.069,823.195,823.195,8.521,8.948,-9.775,9.776,39.049,0.015,39.049,89.978,2.731,0.171,28.61,-80.6,7.546,8.663e-6,15.185,-0.003,68.396,89.967,2223.7,183.7,0.369,8.119e-4,9.79,120.456,97.438,4.003,0,0,0.108,0.683,0.59,0.014,0.08,0.769,2.603,7.58,3.197e-4,0,0,0,0,2.839,2.021,90,9.649,918.499,0.001,337.146,0.029,1.048e6,5.75,25.967,0.05,0.199,0.001
12.119,823.609,823.609,8.032,8.481,-9.776,9.777,39.186,0.015,39.186,89.978,2.723,0.15,28.61,-80.6,7.36,8.665e-6,15.602,-0.002,67.626,89.967,2223.7,183.7,0.369,8.119e-4,9.79,120.643,97.438,4.036,0,0,0.097,0.69,0.597,0.014,0.08,0.773,2.523,6.846,4.105e-4,0,0,0,0,3.334,1.864,90,9.647,918.453,0.001,337.145,0.027,9.931e5,5.75,25.967,0.05,0.2,0.001
12.169,823.998,823.998,7.544,8.018,-9.77,9.771,39.322,0.015,39.322,89.978,2.716,0.151,28.61,-80.6,8.073,8.665e-6,15.972,-0.001,66.836,89.967,2223.7,183.7,0.369,8.119e-4,9.79,119.939,97.438,3.913,0,0,0.091,0.695,0.602,0.014,0.08,0.792,2.833,7.246,-6.993e-5,0,0,0,0,3.841,1.859,90,9.644,918.41,0.001,337.143,0.026,9.472e5,5.75,25.967,0.05,0.2,0.001
12.219,824.363,824.363,7.055,7.557,-9.764,9.765,39.457,0.015,39.457,89.978,2.708,0.153,28.61,-80.6,8.923,8.665e-6,16.344,-9.853e-4,66.028,89.968,2223.7,183.7,0.369,8.119e-4,9.79,119.146,97.438,3.775,0,0,0.084,0.701,0.608,0.014,0.08,0.814,3.218,7.715,5.1e-5,0,0,0,0,4.434,1.855,90,9.642,918.369,0.001,337.142,0.025,9.021e5,5.75,25.967,0.05,0.201,9.857e-4
12.269,824.704,824.704,6.567,7.101,-9.762,9.763,39.592,0.015,39.592,89.978,2.701,0.143,28.61,-80.6,9.27,8.665e-6,16.675,8.057e-5,65.203,89.968,2223.7,183.7,0.369,8.119e-4,9.79,118.836,97.438,3.721,0,0,0.077,0.708,0.615,0.014,0.08,0.829,3.379,7.391,-1.918e-4,0,0,0,0,5.185,1.74,90,9.639,918.331,0.001,337.14,0.024,8.511e5,5.75,25.967,0.05,0.201,9.284e-4
12.319,825.02,825.02,6.079,6.649,-9.76,9.761,39.727,0.016,39.727,89.978,2.694,0.135,28.61,-80.6,9.809,8.665e-6,16.955,0.001,64.362,89.968,2223.7,183.7,0.369,8.119e-4,9.79,118.368,97.438,3.64,0,0,0.069,0.716,0.623,0.014,0.08,0.848,3.636,7.185,5.686e-5,0,0,0,0,6.05,1.634,90,9.637,918.295,0.001,337.139,0.022,8.011e5,5.75,25.967,0.05,0.202,8.717e-4
12.369,825.312,825.312,5.591,6.203,-9.755,9.756,39.862,0.016,39.862,89.978,2.687,0.136,28.61,-80.6,10.921,8.665e-6,17.206,0.002,63.508,89.968,2223.7,183.7,0.369,8.119e-4,9.79,117.456,97.438,3.481,0,0,0.064,0.723,0.63,0.014,0.08,0.877,4.185,7.568,3.676e-4,0,0,0,0,7.002,1.589,90,9.635,918.263,0.001,337.138,0.021,7.557e5,5.75,25.967,0.05,0.203,8.16e-4
12.419,825.579,825.579,5.104,5.765,-9.747,9.748,39.996,0.016,39.996,89.977,2.68,0.143,28.61,-80.6,12.484,8.665e-6,17.449,0.002,62.641,89.968,2223.7,183.7,0.369,8.119e-4,9.79,116.283,97.438,3.277,0,0,0.059,0.731,0.638,0.014,0.08,0.912,5.002,8.318,3.62e-5,0,0,0,0,8.076,1.578,90,9.634,918.233,0.001,337.137,0.02,7.135e5,5.75,25.967,0.05,0.203,7.613e-4
12.469,825.822,825.822,4.617,5.334,-9.731,9.733,40.13,0.016,40.13,89.977,2.673,0.163,28.61,-80.6,15.04,8.665e-6,17.693,0.002,61.763,89.968,2223.7,183.7,0.369,8.119e-4,9.79,114.603,97.438,2.985,0,0,0.056,0.737,0.644,0.014,0.08,0.95,6.449,10.126,-3.682e-4,0,0,0,0,9.125,1.674,90,9.632,918.206,0.001,337.136,0.019,6.807e5,5.75,25.967,0.05,0.203,7.079e-4
12.519,826.041,826.041,4.131,4.915,-9.708,9.71,40.263,0.016,40.263,89.977,2.664,0.197,28.61,-80.6,18.428,8.665e-6,17.989,7.389e-4,60.871,89.969,2223.7,183.7,0.369,8.119e-4,9.79,112.748,97.438,2.663,0,0,0.053,0.742,0.649,0.014,0.08,0.962,8.567,12.688,-2.394e-4,0,0,0,0,10.124,1.853,90,9.631,918.181,0.001,337.135,0.018,6.57e5,5.75,25.967,0.05,0.204,6.561e-4
12.569,826.235,826.235,3.646,4.509,-9.696,9.698,40.396,0.016,40.396,89.977,2.653,0.206,28.61,-80.6,21.041,8.665e-6,18.295,8.852e-4,59.964,89.969,2223.7,183.7,0.369,8.119e-4,9.79,111.551,97.438,2.454,0,0,0.047,0.749,0.656,0.014,0.08,0.957,10.104,11.538,-2.93e-5,0,0,0,0,11.649,1.861,90,9.629,918.16,0.001,337.134,0.017,6.229e5,5.75,25.967,0.05,0.204,6.062e-4
12.619,826.405,826.405,3.161,4.121,-9.69,9.692,40.529,0.016,40.529,89.977,2.643,0.204,28.61,-80.6,23.744,8.665e-6,18.486,0.001,59.044,89.969,2223.7,183.7,0.369,8.119e-4,9.79,110.488,97.438,2.27,0,0,0.041,0.757,0.664,0.014,0.08,0.94,11.436,6.612,-2.663e-5,0,0,0,0,13.385,1.821,90,9.628,918.141,0.001,337.134,0.016,5.872e5,5.75,25.967,0.05,0.205,5.588e-4
12.669,826.551,826.551,2.677,3.755,-9.676,9.678,40.66,0.016,40.66,89.977,2.633,0.214,28.61,-80.6,27.335,8.665e-6,18.557,0.001,58.117,89.969,2223.7,183.7,0.369,8.119e-4,9.79,109.305,97.438,2.064,0,0,0.036,0.763,0.67,0.014,0.08,0.894,13.381,0.832,-3.933e-4,0,0,0,0,14.752,1.861,90,9.627,918.124,0.001,337.133,0.016,5.614e5,5.75,25.967,0.05,0.205,5.146e-4
12.719,826.673,826.673,2.193,3.418,-9.663,9.666,40.792,0.016,40.792,89.977,2.622,0.222,28.61,-80.6,31.061,8.665e-6,18.52,0.001,57.19,89.969,2223.7,183.7,0.369,8.119e-4,9.79,108.303,97.438,1.89,0,0,0.03,0.77,0.677,0.014,0.08,0.832,15.579,-5.36,2.18e-4,0,0,0,0,16.205,1.85,90,9.627,918.111,0.001,337.133,0.015,5.346e5,5.75,25.967,0.05,0.206,4.743e-4
12.769,826.771,826.771,1.71,3.121,-9.651,9.654,40.923,0.017,40.923,89.977,2.611,0.228,28.61,-80.6,35.032,8.665e-6,18.387,0.002,56.267,89.969,2223.7,183.7,0.369,8.119e-4,9.79,107.443,97.438,1.74,0,0,0.025,0.778,0.685,0.014,0.08,0.752,18.084,-12.094,3.896e-4,0,0,0,0,17.767,1.791,90,9.626,918.1,0.001,337.132,0.014,5.069e5,5.75,25.967,0.05,0.206,4.392e-4
12.819,826.844,826.844,1.228,2.875,-9.632,9.635,41.053,0.017,41.053,89.977,2.599,0.244,28.61,-80.6,39.717,8.665e-6,18.169,0.002,55.352,89.969,2223.7,183.7,0.369,8.119e-4,9.79,106.653,97.438,1.603,0,0,0.02,0.783,0.69,0.014,0.08,0.643,21.193,-19.126,1.853e-4,0,0,0,0,18.626,1.79,90,9.626,918.092,0.001,337.132,0.014,4.892e5,5.75,25.967,0.05,0.207,4.103e-4
12.869,826.893,826.893,0.747,2.692,-9.609,9.612,41.183,0.017,41.183,89.977,2.586,0.266,28.61,-80.6,44.769,8.665e-6,17.869,0.002,54.451,89.969,2223.7,183.7,0.369,8.119e-4,9.79,106.029,97.438,1.494,0,0,0.015,0.787,0.694,0.014,0.08,0.521,24.643,-26.06,3.416e-4,0,0,0,0,18.949,1.794,90,9.625,918.086,0.001,337.132,0.013,4.77e5,5.75,25.967,0.05,0.207,3.891e-4
12.919,826.919,826.919,0.261,2.594,-9.739,9.74,41.312,0.017,41.312,89.976,2.581,0.077,28.61,-80.6,50.143,8.665e-6,17.754,0.002,53.562,89.97,2223.7,183.7,0.369,8.119e-4,9.79,128.288,97.438,5.365,0,0,0.011,0.789,0.696,0.014,0.08,0.394,7.23,-6.574,8.078e-5,0,0,0,0,19.223,1.795,90,9.625,918.083,0.001,337.132,0.013,4.705e5,5.75,25.967,0.05,0.208,3.779e-4
# Event APOGEE occurred at t=12.969 seconds
12.969,826.92,826.92,-0.225,2.587,-9.732,9.733,41.441,0.017,41.441,89.976,2.577,0.081,28.61,-80.6,55.577,8.665e-6,17.659,0.002,52.676,89.97,2223.7,183.7,0.369,8.119e-4,9.79,128.387,97.438,5.383,0,0,0.008,0.787,0.694,0.014,0.08,0.277,7.6,-8.215,4.714e-4,0,0,0,0,18.414,1.872,90,9.625,918.083,0.001,337.132,0.013,4.782e5,5.75,25.967,0.05,0.209,3.769e-4
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=12.97 seconds
13.019,826.896,826.896,-0.712,2.669,-9.745,9.749,41.569,0.017,41.569,89.976,2.573,0.278,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,0.627,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.872,90,9.625,918.086,0.001,337.132,0.013,4.831e5,5.75,25.967,0.103,0.21,3.861e-4
13.122,826.772,826.772,-1.711,3.066,-9.679,9.683,41.832,0.017,41.832,89.976,2.544,0.283,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,0.677,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.808,90,9.626,918.1,0.001,337.132,0.014,5.019e5,5.75,25.967,0.103,0.211,4.31e-4
13.225,826.544,826.544,-2.711,3.698,-9.597,9.602,42.093,0.018,42.093,89.976,2.515,0.307,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,0.806,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.807,90,9.627,918.125,0.001,337.133,0.015,5.476e5,5.75,25.967,0.104,0.211,5.051e-4
13.329,826.209,826.209,-3.711,4.465,-9.493,9.499,42.353,0.018,42.353,89.976,2.483,0.351,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,1.024,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.911,90,9.63,918.163,0.001,337.134,0.017,6.174e5,5.75,25.967,0.105,0.211,5.975e-4
13.435,825.766,825.766,-4.71,5.307,-9.372,9.379,42.613,0.018,42.613,89.975,2.446,0.382,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,1.26,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.86,90,9.633,918.212,0.001,337.136,0.019,6.85e5,5.75,25.967,0.107,0.211,7.008e-4
13.541,825.211,825.211,-5.709,6.195,-9.211,9.222,42.871,0.018,42.871,89.975,2.405,0.459,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,1.644,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.125,90,9.636,918.274,0.001,337.138,0.022,7.824e5,5.75,25.967,0.108,0.211,8.109e-4
13.65,824.537,824.537,-6.708,7.109,-9.031,9.046,43.129,0.019,43.129,89.975,2.355,0.518,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,2.045,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.234,90,9.641,918.349,0.001,337.141,0.024,8.726e5,5.75,25.967,0.111,0.211,9.251e-4
13.76,823.741,823.741,-7.706,8.042,-8.83,8.848,43.387,0.019,43.387,89.975,2.298,0.566,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,2.479,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.252,90,9.646,918.438,0.001,337.144,0.027,9.608e5,5.75,25.967,0.113,0.212,0.001
13.873,822.813,822.813,-8.704,8.986,-8.602,8.624,43.643,0.019,43.643,89.975,2.234,0.614,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,2.975,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.275,90,9.652,918.542,0.001,337.148,0.029,1.053e6,5.75,25.967,0.116,0.212,0.001
13.989,821.746,821.746,-9.702,9.94,-8.359,8.382,43.898,0.02,43.898,89.974,2.163,0.626,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,3.475,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.091,90,9.659,918.661,0.001,337.152,0.031,1.138e6,5.75,25.967,0.119,0.212,0.001
14.109,820.529,820.529,-10.699,10.901,-8.091,8.115,44.151,0.02,44.151,89.974,2.088,0.624,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,4.025,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.851,90,9.667,918.797,0.001,337.157,0.034,1.224e6,5.75,25.967,0.123,0.212,0.001
14.232,819.15,819.15,-11.696,11.867,-7.784,7.812,44.404,0.02,44.404,89.974,2.011,0.661,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,4.698,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.848,90,9.676,918.951,0.001,337.162,0.037,1.323e6,5.75,25.967,0.128,0.212,0.002
14.36,817.589,817.589,-12.692,12.838,-7.452,7.483,44.656,0.02,44.656,89.974,1.927,0.683,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,5.418,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.792,90,9.686,919.126,0.001,337.168,0.039,1.421e6,5.75,25.967,0.134,0.213,0.002
14.493,815.826,815.826,-13.688,13.811,-7.088,7.124,44.907,0.021,44.907,89.974,1.835,0.72,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,6.219,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.821,90,9.697,919.323,0.001,337.175,0.042,1.522e6,5.75,25.967,0.14,0.213,0.002
14.634,813.835,813.835,-14.683,14.785,-6.691,6.736,45.158,0.021,45.158,89.973,1.734,0.783,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,7.11,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.986,90,9.71,919.545,0.001,337.183,0.045,1.628e6,5.75,25.967,0.148,0.213,0.002
14.782,811.581,811.581,-15.676,15.759,-6.272,6.326,45.407,0.021,45.407,89.973,1.618,0.822,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,8.035,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.055,90,9.725,919.797,0.001,337.192,0.048,1.73e6,5.75,25.967,0.158,0.213,0.002
14.94,809.025,809.025,-16.668,16.734,-5.834,5.891,45.652,0.022,45.652,89.973,1.488,0.819,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,8.984,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.972,90,9.741,920.082,0.001,337.202,0.05,1.83e6,5.75,25.967,0.17,0.213,0.002
15.11,806.112,806.112,-17.658,17.709,-5.36,5.428,45.893,0.022,45.893,89.972,1.349,0.862,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,10.037,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.095,90,9.76,920.408,0.001,337.214,0.053,1.934e6,5.75,25.967,0.184,0.213,0.002
15.294,802.768,802.768,-18.645,18.683,-4.873,4.941,46.127,0.022,46.127,89.972,1.19,0.818,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,11.085,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.92,90,9.782,920.782,0.001,337.227,0.056,2.033e6,5.75,25.967,0.168,0.214,0.002
15.462,799.567,799.567,-19.464,19.492,-4.442,4.516,46.315,0.023,46.315,89.972,1.053,0.814,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,12.03,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.918,90,9.803,921.139,0.001,337.239,0.058,2.118e6,5.75,25.967,0.001,0.214,0.002
# Event EJECTION_CHARGE occurred at t=15.463 seconds
15.463,799.548,799.548,-19.468,19.497,-4.44,4.514,46.316,0.023,46.316,89.972,1.052,0.814,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,12.035,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.918,90,9.803,921.141,0.001,337.239,0.058,2.118e6,5.75,25.967,0.222,0.214,0.002
15.685,795.126,795.126,-20.452,20.47,-3.892,3.98,46.529,0.023,46.529,89.971,0.872,0.834,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,13.247,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.029,90,9.832,921.635,0.001,337.257,0.061,2.223e6,5.75,25.967,0.251,0.214,0.003
15.936,789.864,789.864,-21.43,21.44,-3.326,3.42,46.722,0.024,46.722,89.971,0.662,0.796,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,14.482,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.987,90,9.866,922.223,0.001,337.278,0.064,2.325e6,5.75,25.967,0.292,0.215,0.003
16.228,783.457,783.457,-22.402,22.406,-2.721,2.86,46.882,0.024,46.882,89.971,0.43,0.88,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,15.841,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.368,90,9.908,922.939,0.001,337.303,0.067,2.432e6,5.75,25.967,0.35,0.215,0.003
16.578,775.457,775.457,-23.354,23.354,-2.127,2.247,46.978,0.025,46.978,89.97,0.122,0.726,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,17.118,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.099,90,9.96,923.833,0.001,337.334,0.07,2.528e6,5.75,25.967,0.445,0.215,0.003
17.023,764.853,764.853,-24.3,24.301,-1.489,1.658,46.961,0.025,46.961,89.969,0.201,0.73,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,18.53,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.346,90,10.028,925.018,0.001,337.376,0.072,2.631e6,5.75,25.967,0.5,0.215,0.003
17.523,752.516,752.516,-25.045,25.051,-0.979,1.122,46.769,0.026,46.769,89.968,0.566,0.547,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,19.63,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.13,90,10.109,926.396,0.001,337.425,0.074,2.71e6,5.75,25.967,0.5,0.215,0.003
18.023,739.872,739.872,-25.534,25.548,-0.628,0.755,46.418,0.026,46.418,89.968,0.839,0.418,28.61,-80.6,NaN,NaN,NaN,NaN,51.796,89.97,2223.7,183.7,0.369,8.119e-4,9.79,0,97.438,-16.946,0,0,20.394,21.074,0,21.074,0,21.074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.013,90,10.191,927.809,0.001,337.475,0.076,2.763e6,5.75,25.967,0.5,0.215,0.003
