t_s,lat_deg,lon_deg,alt_raw,alt_m,sats,fix,horzv,vertv,head
23.600000143051147,34.4972935,-116.9549136,13478,4108.0944,21,3,43,58,47
23.700000047683716,34.4973017,-116.954903,13484,4109.9232,21,3,44,55,47
23.799999952316284,34.4973099,-116.9548924,13489,4111.4472000000005,21,3,43,52,47
23.90000009536743,34.4973181,-116.9548818,13494,4112.9712,21,3,43,48,47
24.0,34.4973263,-116.9548712,13499,4114.4952,21,3,43,45,47
24.100000143051147,34.4973345,-116.9548606,13504,4116.019200000001,21,3,43,42,47
24.200000047683716,34.4973427,-116.95485,13508,4117.2384,21,3,43,38,47
24.299999952316284,34.497351,-116.9548393,13512,4118.457600000001,21,3,43,35,47
24.40000009536743,34.4973591,-116.9548287,13516,4119.6768,21,3,43,32,47
24.5,34.4973675,-116.9548181,13519,4120.5912,21,3,43,29,47
24.600000143051147,34.4973759,-116.9548075,13523,4121.8104,21,3,43,26,47
24.700000047683716,34.4973842,-116.9547968,13526,4122.7248,21,3,43,23,47
24.799999952316284,34.4973926,-116.9547862,13528,4123.334400000001,21,3,43,20,47
24.90000009536743,34.497401,-116.9547756,13531,4124.2488,21,3,43,16,47
25.0,34.4974092,-116.954765,13532,4124.5536,21,3,43,13,47
25.100000143051147,34.4974175,-116.9547544,13534,4125.1632,21,3,43,10,47
25.200000047683716,34.4974257,-116.9547438,13535,4125.468,21,3,43,7,47
25.299999952316284,34.4974354,-116.9547322,13537,4126.0776000000005,20,3,54,11,42
25.40000009536743,34.4974467,-116.9547202,13538,4126.3824,21,3,54,7,42
25.5,34.4974574,-116.9547084,13539,4126.6872,20,3,52,3,42
25.600000143051147,34.4974677,-116.9546966,13539,4126.6872,21,3,51,0,43
25.700000047683716,34.497478,-116.9546848,13539,4126.6872,21,3,51,-2,43
25.799999952316284,34.4974879,-116.9546732,13538,4126.3824,21,3,48,-7,45
25.90000009536743,34.4974954,-116.9546628,13538,4126.3824,20,3,35,-11,55
26.0,34.4975014,-116.9546531,13537,4126.0776000000005,20,3,36,-15,53
26.100000143051147,34.4975075,-116.9546434,13535,4125.468,21,3,36,-18,54
26.200000047683716,34.4975133,-116.9546338,13533,4124.8584,21,3,35,-22,54
26.299999952316284,34.4975191,-116.9546243,13531,4124.2488,21,3,35,-26,53
26.40000009536743,34.4975251,-116.9546149,13528,4123.334400000001,21,3,34,-30,53
26.5,34.4975305,-116.9546059,13525,4122.42,21,3,31,-34,56
26.600000143051147,34.497535,-116.9545974,13522,4121.5056,21,3,28,-35,60
26.700000047683716,34.4975384,-116.9545893,13519,4120.5912,21,3,26,-34,67
26.799999952316284,34.4975412,-116.954581,13515,4119.372,21,3,27,-31,68
