t_s,lat_deg,lon_deg,alt_raw,alt_m,sats,fix,horzv,vertv,head
-0.7000000476837158,34.4950141,-116.9577861,2845,867.1560000000001,16,3,0,0,73
-0.5999999046325684,34.4950141,-116.9577861,2845,867.1560000000001,16,3,0,0,-28
-0.5,34.4950141,-116.957786,2845,867.1560000000001,16,3,0,0,-2
-0.40000009536743164,34.4950142,-116.957786,2845,867.1560000000001,16,3,0,0,72
-0.2999999523162842,34.4950142,-116.957786,2845,867.1560000000001,16,3,0,0,7
-0.20000004768371582,34.4950142,-116.957786,2845,867.1560000000001,16,3,0,0,18
-0.09999990463256836,34.4950142,-116.9577859,2845,867.1560000000001,16,3,0,0,-51
0.0,34.4950016,-116.9577859,2845,867.1560000000001,16,3,0,0,-14
0.09999990463256836,34.4950143,-116.9577858,2845,867.1560000000001,16,3,0,0,78
0.20000004768371582,34.4950143,-116.9577858,2845,867.1560000000001,16,3,0,0,-68
0.2999999523162842,34.4950143,-116.9577859,2845,867.1560000000001,16,3,0,0,57
0.40000009536743164,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,111
0.5,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,-122
0.5999999046325684,34.4950144,-116.9577859,2845,867.1560000000001,16,3,0,0,20
0.7000000476837158,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,61
0.7999999523162842,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,-152
0.9000000953674316,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,-88
1.0,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,13
1.0999999046325684,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,54
1.0999999046325684,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,54
1.2000000476837158,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,-136
1.2000000476837158,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,-136
1.2999999523162842,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,57
1.2999999523162842,34.4950144,-116.9577858,2845,867.1560000000001,16,3,0,0,57
1.4000000953674316,34.4950145,-116.9577858,2845,867.1560000000001,16,3,0,0,15
1.5,34.4950145,-116.9577858,2845,867.1560000000001,16,3,0,0,160
1.5999999046325684,34.4950145,-116.9577858,2845,867.1560000000001,16,3,0,0,0
1.7000000476837158,34.4950146,-116.9577858,2845,867.1560000000001,16,3,0,0,-24
1.7999999523162842,34.4950146,-116.9577859,2845,867.1560000000001,15,3,1,3,-107
1.9000000953674316,34.4950148,-116.9577861,2845,867.1560000000001,16,3,2,1,22
2.0,34.4950164,-116.9577853,2846,867.4608000000001,16,3,10,9,26
2.0999999046325684,34.4950201,-116.9577842,2847,867.7656000000001,16,3,15,18,16
2.200000047683716,34.4950213,-116.9577824,2848,868.0704000000001,16,3,7,23,81
2.299999952316284,34.49502,-116.9577786,2850,868.6800000000001,16,3,15,26,111
2.4000000953674316,34.4950175,-116.9577779,2852,869.2896000000001,16,3,10,28,165
2.5,34.4950111,-116.9577774,2854,869.8992000000001,16,3,25,31,168
2.5999999046325684,34.495001,-116.957779,2856,870.5088000000001,16,3,39,24,-175
2.700000047683716,34.4949838,-116.957776,2856,870.5088000000001,15,3,68,17,168
2.799999952316284,34.4949646,-116.9577719,2855,870.2040000000001,15,3,73,-1,168
2.9000000953674316,34.4949407,-116.9577682,2857,870.8136000000001,15,3,87,13,174
3.0,34.4949105,-116.9577618,2864,872.9472000000001,13,3,107,63,170
3.0999999046325684,34.4948814,-116.9577494,2868,874.1664000000001,13,3,113,39,157
3.200000047683716,34.4948513,-116.9577253,2867,873.8616000000001,13,3,139,12,144
3.299999952316284,34.4948174,-116.9576938,2868,874.1664000000001,13,3,154,10,141
3.4000000953674316,34.4947753,-116.9576556,2873,875.6904000000001,11,3,183,33,141
3.5,34.4947311,-116.9576142,2880,877.8240000000001,11,3,197,52,140
3.5999999046325684,34.4946745,-116.9575689,2894,882.0912000000001,9,3,229,103,144
3.700000047683716,34.4946058,-116.9575189,2916,888.7968000000001,9,3,265,164,146
4.0,34.4944274,-116.9573358,3055,931.1640000000001,8,3,261,534,129
4.099999904632568,34.4943891,-116.9572574,3145,958.596,7,3,258,688,119
4.299999952316284,34.4943839,-116.9570995,3338,1017.4224,8,3,230,888,92
4.400000095367432,34.4943872,-116.95702,3436,1047.2928,8,3,233,929,88
4.5,34.4943918,-116.956939,3534,1077.1632,8,3,233,949,86
4.599999904632568,34.4943998,-116.9568567,3630,1106.424,8,3,233,946,82
4.700000047683716,34.4944154,-116.9567767,3727,1135.9896,8,3,235,943,76
4.799999952316284,34.4944365,-116.9566996,3823,1165.2504000000001,8,3,233,932,71
4.900000095367432,34.4944506,-116.9566272,3917,1193.9016000000001,7,3,213,916,73
5.0,34.4944635,-116.9565578,4009,1221.9432000000002,7,3,211,902,75
5.099999904632568,34.4945039,-116.9564915,4103,1250.5944,8,3,237,907,58
5.200000047683716,34.4945606,-116.9564251,4194,1278.3312,7,3,272,889,47
5.299999952316284,34.49462,-116.9563575,4286,1306.3728,7,3,287,875,44
5.400000095367432,34.494653,-116.9562868,4372,1332.5856,7,3,246,862,56
5.5,34.4946844,-116.9562163,4458,1358.7984000000001,7,3,234,852,61
5.599999904632568,34.4947428,-116.9561499,4544,1385.0112000000001,7,3,267,845,47
5.700000047683716,34.494785,-116.9560831,4632,1411.8336000000002,7,3,251,830,50
5.799999952316284,34.4948105,-116.9560169,4715,1437.132,6,3,217,817,62
5.900000095367432,34.4948556,-116.955952,4801,1463.3448,7,3,244,811,51
6.0,34.4949125,-116.9558884,4885,1488.948,7,3,265,815,45
6.099999904632568,34.4949718,-116.9558252,4968,1514.2464,7,3,274,810,43
6.200000047683716,34.4950364,-116.9557613,5052,1539.8496,10,3,278,800,41
6.299999952316284,34.495105,-116.9556973,5136,1565.4528,10,3,277,789,41
6.400000095367432,34.4951814,-116.9556344,5220,1591.056,10,3,274,778,41
6.5,34.4952609,-116.9555743,5304,1616.6592,10,3,272,767,41
6.599999904632568,34.4953329,-116.9555157,5387,1641.9576000000002,9,3,271,759,41
6.700000047683716,34.4954071,-116.9554582,5467,1666.3416,7,3,268,750,41
6.799999952316284,34.4954919,-116.955402,5548,1691.0304,7,3,266,742,41
6.900000095367432,34.4955913,-116.9553477,5627,1715.1096,7,3,264,736,41
7.0,34.495719,-116.9552948,5711,1740.7128,10,3,263,733,42
7.099999904632568,34.4958554,-116.9552434,5792,1765.4016000000001,9,3,261,723,41
7.200000047683716,34.495986,-116.9551875,5871,1789.4808,7,3,259,710,41
7.299999952316284,34.496104,-116.9551257,5948,1812.9504000000002,7,3,257,702,41
7.400000095367432,34.4962311,-116.9550658,6026,1836.7248000000002,7,3,255,695,41
7.5,34.4963657,-116.9550161,6105,1860.804,7,3,253,686,41
7.599999904632568,34.4964724,-116.9549758,6185,1885.188,8,3,252,679,41
7.700000047683716,34.4965282,-116.9549166,6256,1906.8288,7,3,251,673,41
7.799999952316284,34.4965831,-116.954858,6326,1928.1648,7,3,250,664,41
8.599999904632568,34.4971642,-116.9543829,6891,2100.3768,9,3,238,613,42
8.700000047683716,34.4973582,-116.9544459,7003,2134.5144,10,3,236,604,41
8.799999952316284,34.4975598,-116.9545111,7112,2167.7376,11,3,234,597,41
8.900000095367432,34.497735,-116.9545421,7213,2198.5224000000003,11,3,233,590,41
9.0,34.497873,-116.9545327,7307,2227.1736,11,3,232,584,41
9.099999904632568,34.4979951,-116.9544999,7384,2250.6432,10,3,231,579,41
9.299999952316284,34.4983279,-116.9542976,7538,2297.5824000000002,11,3,229,567,41
9.400000095367432,34.4984616,-116.9541941,7613,2320.4424,11,3,227,559,41
9.5,34.4985747,-116.954084,7692,2344.5216,11,3,226,554,41
9.599999904632568,34.4986788,-116.9539996,7774,2369.5152000000003,9,3,225,548,42
9.700000047683716,34.4987782,-116.9539405,7871,2399.0808,10,3,223,542,42
9.799999952316284,34.4988402,-116.953903,7970,2429.2560000000003,10,3,222,536,42
9.900000095367432,34.4988948,-116.9538712,8061,2456.9928,12,3,221,531,41
