flight_id,rocket_id,motor_name,pad_lat_deg,pad_lon_deg,target_apogee_lat_deg,target_apogee_lon_deg,target_apogee_alt_m,target_apogee_time_rel_s,target_method,delta_lat_deg,delta_north_m,dry_mass_kg,diameter_m,length_m,ref_area_m2,cg_from_nose_m,cp_from_nose_m,stability_cal,gps_source,gps_samples,gps_apogee_time_rel_s,gps_apogee_alt_m,gps_apogee_lat_deg,gps_apogee_lon_deg,raven_apogee_time_rel_s,raven_apogee_alt_m,altimeter_timed_apogee_lat_deg,altimeter_timed_apogee_time_rel_s,gps_liftoff_t_s,raven_liftoff_t_s,altimeter_timed_apogee_lon_deg,altimeter_timed_apogee_alt_m
20210417_Adventurer_J510W_1,Madcow Adventurer,J510W,34.494978,-116.9577409,34.497478,-116.9546848,4126.6872,22.5,gps_peak_alt,0.0024999999999977263,277.987316611144,2.04,0.0575,1.69,0.0025967226777328135,0.92075,,,external,490,22.5,4126.6872,34.497478,-116.9546848,21.1,3197.29104,34.497351000007725,21.1,3.200000047683716,2.545,-116.9548392999899,3197.29104
20210417_Adventurer_J530_1,Madcow Adventurer,J530,34.4950144,-116.9577858,34.5040683,-116.947944,3628.3392000000003,20.299999952316284,gps_peak_alt,0.009053899999997839,1006.7477463469301,2.04,0.0575,1.69,0.0025967226777328135,0.92075,,,external,444,20.299999952316284,3628.3392000000003,34.5040683,-116.947944,19.450000000000003,2730.599568,34.503788249984595,19.450000000000003,3.0,2.595,-116.94826220001802,2730.599568
