Time,Latitude,Longitude,Mass (g),Motor mass (g),Reference area (cm^2),Longitudinal moment of inertia (kg*m^2),Rotational moment of inertia (kg*m^2)
0,34.494996,-116.957763,2556,516,25.967,0.486,0.000843
